layer_2,dropout,regularization,activation,epochs,layer_1,test_frac,train_frac,preweight,trialJobId,batch_size,reward,optimizer,learning_rate
57,0.2118045022161584,0.07548539422249102,relu,200,25,0.15,0.7,8,sp1HG,100,0.5420301154211076,adam,0.031905965500058364
131,0.18886449399146754,0.05789480323660235,tanh,200,127,0.15,0.7,8,Fexru,70,0.6290797345357747,adam,0.0008144489468156394
72,0.24431133385228584,0.047115537860802116,tanh,200,160,0.15,0.7,9,WAQyg,5,0.5845225027270343,adam,0.0017487122275847127
115,0.295137505835339,0.050938017531907326,tanh,200,92,0.15,0.7,10,Hbeb8,50,0.5716254655138415,SGD,0.04505275638106199
79,0.31750909892576495,0.06606053901544891,elu,200,105,0.15,0.7,6,QRX7F,70,0.5518839910310455,adam,0.0005050990472413563
15,0.049573410844542504,0.07254082424399177,tanh,200,132,0.15,0.7,10,pNaPb,10,0.5059998862277035,adam,0.12424679907432121
106,0.09764148221897062,0.09445950154928248,tanh,200,177,0.15,0.7,7,DNVyp,50,0.5059787236141639,adam,0.18528434030561658
20,0.12209024239400804,0.05296949452912124,relu,200,153,0.15,0.7,8,Pc4DD,70,0.5764812910116478,adam,0.001116984052862557
139,0.07488914794434784,0.02870073848175863,tanh,200,146,0.15,0.7,7,j7XLA,50,0.5083400980790745,adam,0.020278075931119063
95,0.36934202418013173,0.05952451669052744,tanh,200,121,0.15,0.7,9,wn1ux,30,0.5504607567718554,SGD,0.01127678926584322
154,0.26135847624791725,0.006395139967393666,tanh,200,96,0.15,0.7,9,VVytF,70,0.6109490158337139,adam,0.0023117409059599512
46,0.2766944350811551,0.03346015949366503,elu,200,135,0.15,0.7,8,jvOIp,100,0.5088482630154344,adam,0.00035303036615966867
102,0.10650204762682429,0.07877065012855945,tanh,200,79,0.15,0.7,10,WwNdj,50,0.5924231653565238,adam,6.927554166309685e-05
34,0.03487410403107203,0.08608809423454575,tanh,200,167,0.15,0.7,9,o0fPl,5,0.5691746746350892,adam,0.00019413381857892546
124,0.08516847589207405,0.03969325319233458,relu,200,75,0.15,0.7,4,YZQqg,70,0.5623094798776074,adam,0.006245092967995237
171,0.23786102943372467,0.04474462819475692,tanh,200,103,0.15,0.7,6,LGyHe,10,0.42336787776472623,SGD,2.8622631239570178e-05
29,0.13477905096223614,0.06414560989697497,tanh,200,142,0.15,0.7,10,zQEh2,50,0.5591127609851756,adam,0.014611618034454706
66,0.1499343424537659,0.0549537474611695,tanh,200,110,0.15,0.7,7,MttOW,70,0.6106921387759078,adam,0.0002393467271999982
51,0.02423060244643381,0.07331301568716472,elu,200,149,0.15,0.7,8,kiMsO,30,0.5535200846438383,adam,0.008475331286221497
83,0.2266343889617654,0.049627402420594977,tanh,200,158,0.15,0.7,9,RziUI,50,0.6113547006488733,adam,0.0006106563968484023
148,0.0427771988079921,0.06823146653447215,tanh,200,50,0.15,0.7,8,aFKPs,70,0.6111803002967054,adam,0.0035042886699699224
112,0.19945663628590254,0.0699160468676215,relu,200,126,0.15,0.7,9,eP6kg,100,0.45983601386172407,SGD,9.129494495193099e-05
179,0.16642457968741853,0.037105150030917286,tanh,200,184,0.15,0.7,10,X4WOM,50,0.6048791539352546,adam,0.001408528820045826
135,0.34374616690549453,0.08281994227778479,tanh,200,114,0.15,0.7,8,HTlDP,5,0.5552894062263364,adam,1.8912396850655048e-05
109,0.0004958489735610513,0.001594051208515912,tanh,200,83,0.15,0.7,7,ayX2z,70,0.49071069335417405,adam,0.025603308913964905
90,0.07209081638432105,0.06207692712217801,elu,200,88,0.15,0.7,10,Szq6v,10,0.587697674353044,adam,0.0018857292483755077
98,0.3550850243476183,0.05714946057050105,tanh,200,120,0.15,0.7,6,cjnZd,50,0.5157684493932334,adam,1.2107290757567072e-05
75,0.11536484561148633,0.04763992204722089,tanh,200,71,0.15,0.7,9,f23jS,70,0.44148584354865744,SGD,5.1037830085899774e-06
10,0.016428979463507642,0.0426491938787924,relu,200,64,0.15,0.7,7,A15HQ,30,0.5075867214923544,adam,0.0047916031636241795
122,0.0941246589721661,0.0902998502706602,tanh,200,175,0.15,0.7,5,PmsZ4,50,0.5468991338903997,adam,0.00037798495067490234
118,0.2547696590895332,0.03148232267171152,tanh,200,17,0.15,0.7,8,MNMTP,70,0.6097005833440386,adam,0.010205039758980074
126,0.3346177597311931,0.052707701089268796,tanh,200,108,0.15,0.7,9,Mc6eH,100,0.4873168815146607,adam,0.09706044705272333
143,0.05622276423367281,0.08000095591526628,elu,200,35,0.15,0.7,10,VkwX6,50,0.5511460144271983,adam,0.0010772666788383916
87,0.12943926060611882,0.09853050620745929,tanh,200,163,0.15,0.7,8,VG7cY,5,0.5612700846286457,SGD,0.002892242508697501
94,0.08184571956854728,0.07629217623276678,tanh,200,100,0.15,0.7,9,hs9xJ,70,0.5878629348085559,adam,0.00071604243991854
24,0.30678014578684953,0.05941732988617576,relu,200,131,0.15,0.7,3,Rsr5V,10,0.4971507575541607,adam,0.00014714181736255128
70,0.271165721671745,0.06623870854403582,tanh,200,139,0.15,0.7,10,jWTdl,50,0.5664492427263998,adam,0.01747833308243016
57,0.17955489983923845,0.07123934679747852,tanh,200,144,0.15,0.7,7,wPqWn,70,0.6275228359362633,adam,0.004207712325376563
104,0.029134659184613287,0.06289417577225043,tanh,200,129,0.15,0.7,8,lIE08,50,0.5805008218482974,adam,5.7378468041138634e-05
129,0.2051024111132956,0.02691143065532458,elu,200,93,0.15,0.7,9,vlmJE,30,0.47501573164141025,SGD,0.0022015074213041384
80,0.21721387344149085,0.0925176226913893,tanh,200,124,0.15,0.7,10,NdL2U,70,0.49365431123568104,adam,0.24540110803857235
163,0.10315971838002798,0.03555925101671315,tanh,200,195,0.15,0.7,7,hMYlV,100,0.5806525287936004,adam,0.000287684506595507
138,0.39177857831026786,0.050898432433484984,tanh,200,170,0.15,0.7,9,EcYfA,50,0.48613757651689865,adam,0.04843174478119331
39,0.0011569494408404934,0.038238506277173574,relu,200,117,0.15,0.7,8,Vj7Pz,5,0.6274707387097751,adam,0.000868125829920257
63,0.1566587842813887,0.05550958484775722,tanh,200,156,0.15,0.7,2,xNzBp,70,0.4635620155130941,adam,1.9140224779103613e-06
114,0.06109776972776178,0.09665119808976161,tanh,200,57,0.15,0.7,8,A0FGd,50,0.4935725343263312,SGD,0.03216089759150691
156,0.28583161524709394,0.0451934696820194,elu,200,153,0.15,0.7,10,hlOTe,70,0.621070489295475,adam,0.005668292076598412
76,0.009914238538729622,0.07506606638468072,tanh,200,136,0.15,0.7,7,smp5M,10,0.5148695067238064,adam,0.06381933590572016
30,0.23566565356755895,0.06065562136683961,tanh,200,43,0.15,0.7,6,k6y3V,50,0.6060800648505482,adam,0.0014771603316938065
44,0.24627663423200136,0.06745836054216453,relu,200,106,0.15,0.7,9,i1ixs,30,0.5810037364728174,adam,0.0005289441519872912
200,0.3213685834979816,0.08366176139772907,tanh,200,147,0.15,0.7,9,ddnjb,70,0.5666696119329614,adam,0.013518542639116027
84,0.04887933365954547,0.06462017813005622,tanh,200,181,0.15,0.7,4,Z6BmY,100,0.4363718183540108,SGD,3.479076612535307e-05
50,0.14325724765175119,0.041023248918435,tanh,200,78,0.15,0.7,5,wQIjd,50,0.577591603976983,adam,0.008466301146481347
133,0.0688755053120867,0.05820515916236353,elu,200,113,0.15,0.7,8,MxA3G,5,0.6001117869734165,adam,0.00018762472237013263
107,0.03428958339510473,0.02525921478693388,tanh,200,165,0.15,0.7,10,dSDYm,70,0.6115229588105116,adam,0.0025269840931688714
100,0.1928029813795077,0.04893465089249523,tanh,200,187,0.15,0.7,6,YfplD,10,0.5347064893600777,adam,0.022992689595683555
150,0.022838720455430787,0.054351615771542724,relu,200,96,0.15,0.7,8,W1iva,50,0.6289770287179252,adam,0.0004122333249761132
67,0.11217592438281247,0.07877771212932029,tanh,200,85,0.15,0.7,7,VPE0R,70,0.4716736694988186,SGD,0.0032748476645811614
92,0.08987007914947025,0.07296964254550785,tanh,200,102,0.15,0.7,10,vD9TB,50,0.5649436672242996,adam,0.00010675422829862335
120,0.042037124044271096,0.08133887870853224,tanh,200,173,0.15,0.7,9,IQYIu,30,0.5869617287659353,adam,0.006696058237723863
110,0.07943660605612186,0.08577006429761296,tanh,200,191,0.15,0.7,8,GF9OU,70,0.6321936571564312,adam,0.0011576421174117628
145,0.29514963653480547,0.04707351569029457,elu,200,160,0.15,0.7,9,IQplx,100,0.6050512595755305,adam,0.0017728471844022503
127,0.16910927520171182,0.06968100038270444,tanh,200,123,0.15,0.7,10,DG1Ga,50,0.6095514955624559,adam,0.0007398925087279171
17,0.1234570342293745,0.05226535757798244,relu,200,67,0.15,0.7,7,ZGnPd,5,0.5326125140485626,SGD,0.011016594521603825
184,0.22235545351449848,0.043793415641901784,tanh,200,91,0.15,0.7,8,wbP9R,70,0.5909325875968109,adam,0.00025496896618745844
116,0.31368288590621674,0.0770467226569396,tanh,200,150,0.15,0.7,9,Wta6l,10,0.5447734024912847,adam,0.004451178745224115
149,0.09748387307176606,0.05677942859874112,tanh,200,56,0.15,0.7,9,ZLGHu,100,0.615668545391947,adam,0.0015512227438951403
171,0.060091790469579534,0.06570969053582956,tanh,200,53,0.15,0.7,9,C9k5Z,100,0.5799201448495539,adam,0.0018979621331855646
158,0.13964451420604612,0.061262277789562516,tanh,200,29,0.15,0.7,9,M8r5Y,100,0.5614899351588679,adam,0.0009562025510689845
153,0.07451937601644772,0.06365672265258694,tanh,200,46,0.15,0.7,10,AywyH,100,0.5768586061923147,adam,0.0022538545194062884
163,0.10651755511177614,0.06659844205713056,tanh,200,32,0.15,0.7,10,y5q0D,100,0.5410839039157027,adam,0.0005857994933360872
139,0.050157463447406285,0.060124730136978485,tanh,200,25,0.15,0.7,9,dNVHr,100,0.5477904800078572,adam,0.0031214034409256346
179,0.09396446682255188,0.07171429669079182,tanh,200,64,0.15,0.7,8,q3j96,100,0.6051214878221522,adam,0.0056296055803372715
132,0.08387012015436393,0.0688453477603107,tanh,200,41,0.15,0.7,10,sB6fZ,100,0.5204342075121335,adam,0.018307234316308995
143,0.06692065036067014,0.07489103837480494,tanh,200,20,0.15,0.7,9,ccn4L,100,0.575107066701381,adam,0.007462917764714939
136,0.13223174867498855,0.05410559107394594,tanh,200,53,0.15,0.7,9,ujWRx,100,0.5862135806734561,adam,0.0011998688251582655
151,0.01666138143095916,0.06467487759727486,tanh,200,59,0.15,0.7,8,c4jNJ,100,0.5437791941566682,adam,0.00045549260296564155
169,0.11511774745811322,0.057109429463378505,tanh,200,74,0.15,0.7,10,OXcPT,100,0.6297890146759684,adam,0.0029439396477242215
190,0.053278131455179636,0.062438972940493484,tanh,200,12,0.15,0.7,8,Uf7dG,100,0.5963200576479677,adam,0.004197623279891945
122,0.03817372066256332,0.07104057747621369,tanh,200,37,0.15,0.7,9,DOycD,100,0.5682210193679527,adam,0.013804156900966464
167,0.15083373081945875,0.04977974049938481,tanh,200,70,0.15,0.7,8,eomC3,50,0.6117431466367189,adam,0.0007097731231187003
195,0.006659353754574077,0.07374947705614966,tanh,200,60,0.15,0.7,9,LglGt,70,0.6045875699061091,adam,0.0009025739247210187
176,0.02832878292023526,0.05911602772674567,tanh,200,47,0.15,0.7,10,r73d4,100,0.538875008609612,adam,0.04037398416105382
130,0.10325714998024126,0.07780027145590998,tanh,200,82,0.15,0.7,9,IripC,50,0.6187482974200834,adam,0.002177758196778569
146,0.12308866958320103,0.0889690185850957,tanh,200,53,0.15,0.7,8,UbhkW,70,0.5211207600749596,adam,0.0003019867312696565
126,0.17565080017953938,0.05161407707477392,tanh,200,134,0.15,0.7,10,FeYmV,30,0.5245149997320765,adam,0.009188020077333579
154,0.08665327580879603,0.06592737297910281,tanh,200,76,0.15,0.7,9,zGss2,50,0.6271267155148066,adam,0.0015754927636554927
115,0.09639507551469506,0.06830970471790496,elu,200,142,0.15,0.7,10,z8hGZ,5,0.5462665108463634,adam,0.026495384664084947
159,0.074516795736018,0.05536309050098151,tanh,200,129,0.15,0.7,8,YYSUG,70,0.5694690447551483,adam,0.003839581005284587
141,0.15664927046319344,0.046466364964817874,tanh,200,21,0.15,0.7,9,RewYG,100,0.6022186095575902,adam,0.005898872125982653
96,0.04372177335556266,0.06164579852601955,tanh,200,88,0.15,0.7,8,EMsLL,50,0.5628374175722105,adam,0.00017463107354113495
103,0.06401971467318976,0.0815022697556574,relu,200,71,0.15,0.7,7,DxFGU,10,0.5386295550175497,adam,0.0012262183294387624
135,0.012672098907215445,0.06962549123988257,tanh,200,139,0.15,0.7,9,pQKI1,70,0.4410216014447094,SGD,0.00039445358084826034
120,0.2105885402048009,0.041702092423398944,tanh,200,119,0.15,0.7,10,Pkrdm,50,0.6065345371215959,adam,0.002618913039163104
111,0.11189544301718551,0.05840033842738763,tanh,200,154,0.15,0.7,7,l5TXk,30,0.5920684879617417,adam,0.0005815109086105054
107,0.0259779606607652,0.07596962765684333,elu,200,64,0.15,0.7,8,aONSE,70,0.561549119387178,adam,0.010645382983682788
124,0.27839153252059357,0.05329583882799736,tanh,200,97,0.15,0.7,10,lYVis,100,0.5734784764144576,adam,0.00013025113200003418
148,0.13652730513573608,0.04420145266196957,tanh,200,80,0.15,0.7,9,JgTee,50,0.5780589624316482,adam,0.019842658595456836
161,0.2658690221832489,0.07258288157048279,relu,200,146,0.15,0.7,8,a3lCq,5,0.5747613783971917,adam,0.0019139982214373078
89,0.18755241639540482,0.04883417029831486,tanh,200,110,0.15,0.7,9,EHDoq,70,0.4938093770289928,SGD,0.007452356019340603
186,0.059274134433354934,0.06400401500162065,tanh,200,49,0.15,0.7,10,XsYan,50,0.4960339858144128,adam,7.269719437326015e-05
54,0.03764763780322186,0.056177917556620084,tanh,200,116,0.15,0.7,8,LE0gb,10,0.5888181730191981,adam,0.0008541282256313588
130,0.07840137100034543,0.03921942733167279,tanh,200,133,0.15,0.7,9,rKgq7,70,0.613852405206571,adam,0.004809450514784379
99,0.11938339402891801,0.033718837786294746,elu,200,104,0.15,0.7,8,BfaYV,100,0.5728823341833246,adam,0.0013404796977027934
72,0.1286559481362114,0.07996677355290122,tanh,200,100,0.15,0.7,7,LOj4y,50,0.5510363331801835,adam,0.013007190176549258
166,0.2300909775443309,0.0666143469783097,tanh,200,43,0.15,0.7,10,NuEhT,30,0.4420586177702027,SGD,0.0003589679209345594
138,0.25471405750766507,0.08435012135910203,relu,200,125,0.15,0.7,9,zpPtc,70,0.5403253058805767,adam,0.0029355326898561507
37,0.002516061733044056,0.03032420105780893,tanh,200,39,0.15,0.7,10,ulsFA,100,0.506628990505937,adam,0.09490420911499464
142,0.07131014511656034,0.05219720016768567,tanh,200,68,0.15,0.7,9,qXwCZ,50,0.5037885752630957,adam,0.033265438968482566
118,0.14714271939056406,0.08697134652025061,tanh,200,92,0.15,0.7,8,YsUHy,5,0.5773125674758794,adam,0.0006408982364078957
152,0.04989561003313874,0.06071431035984104,tanh,200,85,0.15,0.7,7,cAtDE,70,0.5766695997651974,adam,0.00023640098377836666
25,0.08868222302422799,0.07388662888921238,elu,200,158,0.15,0.7,8,by5lh,50,0.5852089186480371,adam,0.003985517442453076
61,0.03373795144671308,0.07036625714992087,tanh,200,168,0.15,0.7,9,bwbhY,10,0.5450093451833824,SGD,0.06064771810024123
47,0.2990591262273192,0.05066241490107901,tanh,200,137,0.15,0.7,6,y8g3y,70,0.49228692407660757,adam,0.15320797023624347
79,0.09878817302048695,0.016160572000912192,relu,200,150,0.15,0.7,10,mVW5S,100,0.6131256302678103,adam,0.01636483401538484
103,0.01934278521635594,0.0630640714234164,tanh,200,30,0.15,0.7,8,QG991,50,0.5964997332691409,adam,0.0004740336218474116
173,0.10551460710496957,0.04563927131169383,tanh,200,107,0.15,0.7,9,P402J,30,0.6151439574247479,adam,0.000954843187403188
182,0.052416888483354,0.058097508503679805,tanh,200,178,0.15,0.7,7,qnEcd,70,0.6507933145723382,adam,0.0019174860660988722
34,0.006294482889722834,0.04738527333456585,tanh,200,199,0.15,0.7,7,S0U4f,70,0.6045084564396233,adam,0.0057904887561234
198,0.022759751749888767,0.04243706851109953,elu,200,184,0.15,0.7,6,wtdNE,70,0.6366334627950517,adam,0.00819470585227855
86,0.056140320424620374,0.037393042302709775,tanh,200,178,0.15,0.7,7,BCPPn,70,0.47297471479909203,SGD,0.00334986676669933
41,0.042376293597270374,0.059590794267113445,tanh,200,163,0.15,0.7,6,z2X8h,70,0.47222713250683607,adam,7.635859754114636e-06
183,0.014904917193573303,0.05444231486409536,relu,200,174,0.15,0.7,7,j1MKA,70,0.5526875342599527,adam,0.0011213184053851977
65,0.02935198849006398,0.057535746075944416,tanh,200,196,0.15,0.7,7,WIHVj,70,0.6185353660259658,adam,0.0016636548285956026
193,0.052054748339042084,0.03534096158706328,tanh,200,180,0.15,0.7,6,IK5FE,70,0.563826380783503,adam,0.0024157476259041607
70,0.24532155185614501,0.0489283602967214,tanh,200,169,0.15,0.7,7,yxSAB,70,0.5447882979744527,adam,0.00021987970547435369
81,0.001316651674785313,0.04355426437114712,tanh,200,191,0.15,0.7,7,GRZzp,70,0.5874317278558477,adam,0.00030206200882206544
58,0.06581026090355235,0.03976129885614795,elu,200,160,0.15,0.7,7,SHkp3,70,0.46853621175119525,SGD,5.094622561180851e-05
93,0.0005183327916279054,0.05347943361750601,tanh,200,155,0.15,0.7,8,zyrEw,70,0.5648638467774957,adam,9.261618959985354e-05
188,0.04684760176882344,0.05085583320709024,tanh,200,173,0.15,0.7,6,dsjVz,70,0.5400619020188049,adam,0.02640645883782249
76,0.28708966256363155,0.06703826408075178,relu,200,145,0.15,0.7,5,fK4cS,70,0.5180956315579104,adam,0.00016560362296929245
52,0.08463044209850637,0.055982927288839635,tanh,200,163,0.15,0.7,7,ANofI,70,0.5762146914088457,adam,0.0007660821746548476
19,0.03615787264813987,0.05859124172670422,tanh,200,128,0.15,0.7,8,E0PHu,70,0.553037794422558,adam,0.010441041500255594
12,0.010447182512032818,0.021424163015950223,tanh,200,177,0.15,0.7,7,cUhph,70,0.6099791599526216,adam,0.005096328787463734
29,0.198383314203002,0.03199486968756554,tanh,200,185,0.15,0.7,8,haUyT,50,0.4453376271961715,SGD,0.001433182031314989
180,0.06256167899367995,0.06130892044982807,elu,200,149,0.15,0.7,6,hhNSM,5,0.5232802374396923,adam,0.0005185893794507209
96,0.33145172269252376,0.06453333260188307,tanh,200,141,0.15,0.7,7,q1ORw,70,0.5958623137676834,adam,0.006664278130218228
86,0.36242300136805816,0.07735125124288872,tanh,200,188,0.15,0.7,8,A4ti3,50,0.49439119254582053,adam,0.04586248221137496
14,0.07719348941338111,0.012533584953691675,tanh,200,121,0.15,0.7,8,i0Hy6,10,0.617872910672702,adam,0.0018653099836529782
90,0.023670033804903377,0.04557281115111742,relu,200,167,0.15,0.7,7,T6oQP,70,0.5016508062868497,adam,0.07539803630219462
114,0.30640911518622177,0.04788345819974366,tanh,200,193,0.15,0.7,8,jJASc,50,0.5776317631840457,adam,0.004019216575089264
176,0.04172406610551567,0.06785728574579422,tanh,200,153,0.15,0.7,7,ioeXW,70,0.5344139658448922,SGD,0.013043709628054567
107,0.2586672862730174,0.07064062630762137,tanh,200,131,0.15,0.7,8,jdIYx,30,0.5811640139751553,adam,0.00034819001634721466
22,0.07178724456481186,0.04051861300985437,elu,200,114,0.15,0.7,6,uVw9k,50,0.5966411700357879,adam,0.00253746638975673
43,0.21769059402558077,0.05607095010808611,tanh,200,139,0.15,0.7,8,zUQJz,70,0.6266726764172532,adam,0.0010790154547328126
73,0.27108335328227506,0.0532451897852397,tanh,200,157,0.15,0.7,7,V6tDI,5,0.5175033495168053,adam,0.020859454796466247
56,0.05241734397433817,0.028036952237306442,tanh,200,199,0.15,0.7,8,Dspmh,70,0.5894949197871616,adam,0.00958200488170387
49,0.23474626877816623,0.050485200783587904,relu,200,145,0.15,0.7,5,IXmAH,50,0.5201049187671971,adam,0.01662186946417432
200,0.3518157130134337,0.08236374694685925,tanh,200,135,0.15,0.7,7,VZJHm,10,0.4552771155411322,SGD,0.0007205445807552347
67,0.03153053455200597,0.06369858206070879,tanh,200,181,0.15,0.7,6,MEaun,70,0.6443905332361746,adam,0.003433761245752065
66,0.031689627539574494,0.06213487855347176,tanh,200,178,0.15,0.7,5,pCnlN,50,0.5349640684148158,adam,0.03729767549494625
61,0.012560220874173706,0.03776927963840292,tanh,200,182,0.15,0.7,5,eiO6c,70,0.6405263613242921,adam,0.003457939437293304
40,0.20590153910991865,0.05851090437436897,elu,200,189,0.15,0.7,6,S0eFL,30,0.5362239284282319,adam,0.006949947379976529
35,0.020609033046284406,0.0440427712385811,tanh,200,196,0.15,0.7,6,LX3MZ,70,0.5745475889035514,adam,0.00012644981519539754
30,0.16401538380296168,0.04654914847101016,tanh,200,192,0.15,0.7,5,Opvpx,50,0.48538926840769214,adam,0.31070276143514086
46,0.08941991918897559,0.06447544035546376,relu,200,182,0.15,0.7,6,r8BZS,5,0.5230989280952418,adam,0.0014245903194375197
69,0.18339928556882557,0.0523804345282215,tanh,200,188,0.15,0.7,6,AagaO,70,0.5140491737473691,SGD,0.11870122850591426
54,0.32277462148786296,0.06007442216699071,tanh,200,170,0.15,0.7,4,EaklZ,50,0.6376058089680703,adam,0.004558591497606038
76,0.05880578815430039,0.05557409533112805,tanh,200,175,0.15,0.7,5,B3wu9,10,0.5795088198771479,adam,0.002155111696552388
10,0.0014524206018387657,0.041951159445020494,tanh,200,184,0.15,0.7,6,t3u7w,70,0.5678452994485894,adam,0.0005486702806164305
60,0.3782030209162373,0.07253081376067576,elu,200,164,0.15,0.7,6,FQuTG,50,0.5566029511256653,adam,0.02590123192020828
64,0.11336576235121604,0.0486641812495075,tanh,200,172,0.15,0.7,5,OMlUa,70,0.578033556335517,adam,0.003151375694313596
83,0.2810856318190953,0.06288653080284942,tanh,200,198,0.15,0.7,6,OtF2T,30,0.5724612361555368,adam,0.005724311782108074
27,0.029742149374049065,0.036176703724211196,relu,200,165,0.15,0.7,5,cD2DC,70,0.48444698658350954,SGD,0.4429599214885891
50,0.17296562248520747,0.057458611402188255,tanh,200,178,0.15,0.7,6,WAiAk,50,0.6355050049310874,adam,0.0008816767061863545
36,0.0697585225820904,0.03400152249706578,tanh,200,161,0.15,0.7,7,UM0FF,5,0.5749428409106395,adam,0.00043575683050342485
44,0.042573729802758795,0.04993002759427117,tanh,200,194,0.15,0.7,7,yH2ER,70,0.5975883835911384,adam,0.00839158327949667
33,0.22531366639326142,0.06854056823018753,tanh,200,200,0.15,0.7,4,UjQC4,50,0.566769968275253,adam,0.014501744744776864
58,0.08147896140035564,0.0751805285809066,elu,200,187,0.15,0.7,6,N4WiN,10,0.6026511691827245,adam,4.0405794300655357e-05
79,0.2518178345850006,0.024241769018691794,tanh,200,172,0.15,0.7,7,pZuya,70,0.48683542311754174,adam,2.1823269020312098e-05
17,0.0002740223197643804,0.06559586831087462,tanh,200,182,0.15,0.7,5,buXqC,50,0.45940938126744707,SGD,0.001158968266395642
67,0.09489637527708478,0.07946554303958675,relu,200,167,0.15,0.7,7,xymvC,70,0.43598291005483514,adam,0.0002205630480434307
72,0.1046176265659224,0.05398386792479207,tanh,200,157,0.15,0.7,6,xXTfk,30,0.529439796585969,adam,0.0549411483470611
22,0.13941755311728404,0.06124621866812952,tanh,200,200,0.15,0.7,7,Rp0Ev,70,0.6178378599488572,adam,0.001698078085925945
40,0.291536853227467,0.009165541553506969,tanh,200,95,0.15,0.7,6,e8qjk,50,0.5703490728358098,adam,0.020233497248015583
63,0.1231909454641837,0.039241174603989876,tanh,200,153,0.15,0.7,2,fqO2J,5,0.547334186411744,adam,0.00026395106302142153
83,0.009443466564308896,0.05190313619069152,elu,200,176,0.15,0.7,6,m31zQ,70,0.5523000752247674,adam,0.03366202589373975
53,0.34499947836668177,0.04692123687347212,tanh,200,191,0.15,0.7,7,HcgDK,50,0.517397380058022,SGD,0.01237346798457676
26,0.39999186193762015,0.07165829861448939,tanh,200,82,0.15,0.7,3,EKA6L,10,0.5388407360889038,adam,0.0024902626833169924
49,0.04862881789753525,0.04429434852640941,relu,200,90,0.15,0.7,7,bsCza,70,0.5486747093555242,adam,0.005078084684298957
75,0.06024960720833169,0.05752956041985554,tanh,200,160,0.15,0.7,5,dMoql,50,0.5200071585072987,adam,7.151622273863488e-05
88,0.020184542032356614,0.06712265254926932,tanh,200,170,0.15,0.7,7,xQr3w,70,0.6015022541943863,adam,0.0036708685973258514
46,0.1291130030542884,0.06001536267748607,tanh,200,180,0.15,0.7,6,g3b1r,70,0.5915951788990534,adam,0.0006718628039594061
70,0.2632576720136147,0.054434301604186254,tanh,200,73,0.15,0.7,4,RA3Yy,30,0.4672838831151478,adam,0.19006757636636926
58,0.07876863290948305,0.0641570058564988,tanh,200,102,0.15,0.7,7,l3RxS,50,0.5340656449608098,SGD,0.01003403247035929
32,0.03518255835212343,0.041820595234892136,elu,200,149,0.15,0.7,8,RbMeu,70,0.5724150111411114,adam,0.007546358266795639
92,0.15270632122623098,0.06873492284587515,tanh,200,184,0.15,0.7,6,hMuLU,5,0.5479626934714098,adam,0.0013736247922003862
55,0.21417238514734852,0.030599071346172246,relu,200,76,0.15,0.7,8,rA3nI,50,0.5439435758691181,adam,0.00213375476752
98,0.06916472477587346,0.07660123672208065,tanh,200,87,0.15,0.7,7,dEJ9N,10,0.5861931049728983,adam,0.00034787026401984344
38,0.09151219306439634,0.04918488572895798,tanh,200,119,0.15,0.7,8,f69Pi,70,0.5844393834138627,adam,0.00015214642244525722
80,0.19753765412373447,0.07455989252979611,tanh,200,99,0.15,0.7,6,xlaLV,50,0.5815438504258232,adam,0.0008914558247182713
13,0.027811620933151877,0.06262735981111953,tanh,200,109,0.15,0.7,5,NumuL,70,0.46431385587851653,SGD,0.0004394869352433159
