layer_2,dropout,regularization,activation,epochs,layer_1,test_frac,train_frac,preweight,trialJobId,batch_size,reward,optimizer,learning_rate
65,0.05738466741853711,0.051493402827629466,elu,200,193,0.15,0.7,8,iZGNC,30,0.6187878235220005,adam,9.989671765137578e-05
21,0.013481990403876015,0.0553955680965474,tanh,200,187,0.15,0.7,4,FHN3y,70,0.6044137905949885,adam,0.0027670985480923063
52,0.04329239292309336,0.09147580754503218,tanh,200,196,0.15,0.7,7,hJfms,50,0.6105355282579529,adam,0.0017477864625391759
44,0.24050242315837977,0.05787234263104936,tanh,200,167,0.15,0.7,7,PaNxR,70,0.4884946475655777,adam,0.08293294071807558
61,0.11082801362198948,0.04516711798832629,relu,200,78,0.15,0.7,8,Vcorr,5,0.5061710558404632,adam,0.0005905030301034647
78,0.16200069203658762,0.06597653398463339,tanh,200,174,0.15,0.7,6,XdR3C,50,0.574141481955101,adam,0.005703887663518496
73,0.30118652602277907,0.06995290650951713,tanh,200,144,0.15,0.7,5,MKvOh,10,0.5394265257858176,SGD,0.016436290995919513
84,0.2726420598328565,0.059799380512019586,tanh,200,124,0.15,0.7,8,qVP8W,70,0.6042328180518014,adam,0.004390272500668965
94,0.0470892238520368,0.07842464653477643,elu,200,163,0.15,0.7,7,E962m,50,0.6437763792888689,adam,0.0010341409566400875
25,0.14437808821403844,0.03692488962079966,tanh,200,62,0.15,0.7,3,SmoIM,70,0.5756999660992121,adam,0.006973503562428797
102,0.09956709373056791,0.08539293446123096,tanh,200,152,0.15,0.7,8,Eo8Lz,30,0.6059725094879118,adam,0.000188681963872303
37,0.11984879657886721,0.032796331769432134,tanh,200,180,0.15,0.7,6,MDGg4,70,0.591352518349401,adam,0.022389390678921674
17,0.31196489109169484,0.07317124619335487,tanh,200,113,0.15,0.7,7,OyimJ,50,0.6230922403271769,adam,0.00309155758467138
69,0.19102105443480247,0.03971101873280282,relu,200,200,0.15,0.7,8,BmUa0,70,0.5695734068880304,SGD,0.047383753667723065
42,0.06619700181953425,0.04725302182777307,tanh,200,95,0.15,0.7,7,uKvBU,5,0.5065601063078795,adam,0.011900677351188148
193,0.08523370593147564,0.052743898557472926,tanh,200,67,0.15,0.7,6,ieH0G,50,0.6422544657148139,adam,0.0015259297457898685
32,0.01735645882209791,0.026550966147278147,elu,200,160,0.15,0.7,8,e6X5D,70,0.5521181318681319,adam,0.0003044616422964022
88,0.05433160785054232,0.06439128388345622,tanh,200,155,0.15,0.7,8,ed1Nn,10,0.594951284329728,adam,0.0007853062399496818
95,0.030489605689910868,0.08355923200787084,elu,200,164,0.15,0.7,7,LjsAe,50,0.5583159885552156,adam,0.0021182107050686082
93,0.047439131416040115,0.08210979509244627,elu,200,173,0.15,0.7,7,uSezP,50,0.6234075017888594,adam,0.0011046598886993776
83,0.006237778477649329,0.07055882431856811,elu,200,169,0.15,0.7,7,Wik0X,50,0.6020657110351607,adam,0.0009944334955882936
102,0.0003079729588893118,0.08867547778438747,elu,200,162,0.15,0.7,6,Uaw0t,50,0.5800479898375153,adam,0.0004827716779645949
97,0.07162017255792273,0.07782108658784481,elu,200,177,0.15,0.7,7,EgTXU,50,0.5242412201041045,adam,0.0006857701866400334
89,0.0348879030150627,0.07895793662293178,elu,200,187,0.15,0.7,7,vCkvc,50,0.6219505080362852,adam,0.0018048719541508644
75,0.025087336301824633,0.08671621566453105,elu,200,157,0.15,0.7,7,jJqCq,50,0.5548337316225357,adam,0.0037384477437158205
108,0.060641323055946175,0.07441444234765035,elu,200,151,0.15,0.7,6,ULWnr,50,0.5877300576086002,adam,0.001302278372040402
111,0.04519890960324495,0.06810396439787578,elu,200,171,0.15,0.7,7,Y70WT,50,0.5872547382739919,adam,0.003035338531502675
78,0.03969439212846358,0.09433788758849888,elu,200,190,0.15,0.7,6,D9nba,50,0.5492799452876862,adam,0.0003850082814704625
99,0.01910208968302151,0.07964483665059514,elu,200,165,0.15,0.7,8,QYvrv,50,0.5773447906588821,adam,0.0009043181665902455
86,0.05189860995514637,0.07218291039747249,elu,200,142,0.15,0.7,8,N1PaU,50,0.554460812132779,adam,0.0002699762607367598
105,0.08136822323819284,0.08085485735386486,elu,200,180,0.15,0.7,7,jOLa4,50,0.5848653929229706,adam,0.0022864023852955597
68,0.06572125365180682,0.06160520491474436,elu,200,176,0.15,0.7,6,TEn89,50,0.6340101011694925,adam,0.004886672645509622
92,0.01040646245715789,0.09605017344915506,elu,200,148,0.15,0.7,7,MeBrX,50,0.5739864889489866,adam,0.0012461416648718042
82,0.07901888793434735,0.06632334916195598,elu,200,184,0.15,0.7,8,hc5hq,50,0.5581840622663838,adam,0.0005375980227994041
63,0.02977422440296171,0.07609851299214229,elu,200,137,0.15,0.7,7,cukvd,50,0.5665767994098287,adam,0.008346823248170172
72,3.49505656765739e-05,0.06328917949159538,elu,200,159,0.15,0.7,8,DZmNf,50,0.5567534651017352,adam,0.0015598871171624937
60,0.09018887425783578,0.0592593597293941,elu,200,196,0.15,0.7,6,vqitB,50,0.5658288388141803,adam,0.0006364923455047905
100,0.07311765040131639,0.056691256373696014,elu,200,155,0.15,0.7,8,OWFQ9,50,0.5858194230012412,adam,0.0034344045579688494
77,0.051599682926535696,0.09142783232716487,elu,200,168,0.15,0.7,7,ZuN9y,70,0.6053421540689549,adam,0.006054295959644342
55,0.038182582560206894,0.06928826595368731,elu,200,132,0.15,0.7,6,DCbNm,50,0.5715464950100859,adam,0.0026360241718604233
87,0.09863285552649237,0.05452535098424134,elu,200,146,0.15,0.7,7,A59J0,30,0.5300545245180843,adam,0.0019252776075716713
81,0.06253411745328817,0.08486500799145082,elu,200,173,0.15,0.7,8,f79I0,70,0.5742151392036423,adam,0.0009608616595386721
91,0.01376962858626967,0.06153687728063728,elu,200,164,0.15,0.7,5,C0W9K,50,0.5899474938790228,adam,0.010448483305819458
117,0.02269810864869804,0.05009735756780872,elu,200,128,0.15,0.7,7,M6YI8,70,0.5745113824332166,adam,0.00039032705081968406
66,0.10332297420828102,0.07369198130712076,tanh,200,183,0.15,0.7,9,ixjV0,5,0.5288606904808439,adam,0.00014138944390670643
95,0.04314385628933524,0.06745897393753898,tanh,200,189,0.15,0.7,8,D6LeV,50,0.6051314144514126,adam,0.0012019706981504172
104,0.006957909040373678,0.07163280449425738,relu,200,180,0.15,0.7,7,CkVkg,70,0.5228790688672693,adam,0.0007609064321346634
72,0.11077443328943162,0.09982975745734435,tanh,200,152,0.15,0.7,8,NnjNZ,10,0.5655180821417031,adam,0.004380584954136486
113,0.13208110361737677,0.07748342069232642,tanh,200,193,0.15,0.7,5,kBUXB,70,0.5722191150966008,adam,0.00019358936731491284
48,0.05769705976313552,0.06521178395772476,elu,200,142,0.15,0.7,6,bhHk1,50,0.5742971804123402,adam,0.02874771014800561
57,0.07564342227836693,0.057276623819480996,tanh,200,168,0.15,0.7,9,IIwBj,30,0.5249030691896703,SGD,0.007562835778260279
84,0.03585210352853253,0.05929196642199076,tanh,200,174,0.15,0.7,7,vF6AQ,70,0.6414641949025102,adam,0.003945512752496816
75,0.08533849728001688,0.043220211975538735,tanh,200,160,0.15,0.7,8,LjZDL,50,0.5965594030245633,adam,0.000505215353880833
64,0.02451515874140168,0.051394504181071866,elu,200,105,0.15,0.7,6,j1XwA,70,0.5420438018176859,adam,0.0022818763405680616
110,0.05419361450043561,0.08873408990798712,tanh,200,186,0.15,0.7,7,vFjiA,5,0.5613492205523609,adam,0.00024125476057544672
68,0.09374869499270269,0.05523526990749874,relu,200,177,0.15,0.7,9,uQURh,50,0.5644080966793418,adam,0.005490789177628821
122,0.04716342690751873,0.08314799615873505,tanh,200,136,0.15,0.7,8,t65Ho,70,0.5477733645198506,adam,0.016189901929396417
52,0.33891662870084494,0.06340399685040805,tanh,200,149,0.15,0.7,8,VFKER,10,0.544920627466525,SGD,0.0017946419458923055
79,0.06418274137586355,0.048529146601318456,tanh,200,117,0.15,0.7,7,lBDqv,50,0.5809949111516833,adam,0.0029839030028340503
97,0.01807625914995542,0.07521625676509677,elu,200,156,0.15,0.7,6,HtEsM,70,0.5902155905871418,adam,0.00117217424977787
89,0.3706334619973879,0.052913461628518066,tanh,200,84,0.15,0.7,9,OPV09,50,0.5921921418723924,adam,0.0003317964389322911
94,0.02882721021566899,0.04549821185856188,tanh,200,170,0.15,0.7,7,n3VjK,70,0.5498110898074551,adam,0.009549776609830174
107,1.6338509274800572e-05,0.06935815190207952,tanh,200,163,0.15,0.7,8,uUcDk,30,0.614595925798285,adam,0.0007147967944776437
102,0.07470319346249793,0.06120448173022105,relu,200,121,0.15,0.7,9,KpQEl,50,0.5822024160119812,adam,0.013134116527727967
69,0.2464151849259941,0.08050704865459893,elu,200,197,0.15,0.7,6,nXa7h,70,0.5476250437999532,adam,0.0016386782281348166
49,0.11701615876505736,0.06688756497579482,tanh,200,125,0.15,0.7,7,V22GK,5,0.5790628915266257,SGD,0.006425895465418171
59,0.04149440967003004,0.0708707459547207,tanh,200,191,0.15,0.7,8,MbqIU,50,0.6302148081774679,adam,0.00440745118875678
87,0.010522619302475562,0.056889493590585656,tanh,200,91,0.15,0.7,7,i5zn3,70,0.5652568712019144,adam,0.000884724884840514
42,0.17199467077881206,0.07821350042317955,elu,200,80,0.15,0.7,8,lxIzG,10,0.5292526329071078,adam,0.00012326022011741896
82,0.22770616239701646,0.09770460539857062,tanh,200,71,0.15,0.7,6,C2s8T,50,0.5348587749540072,adam,8.527509274808609e-05
29,0.08449734120097863,0.06471681228013544,tanh,200,57,0.15,0.7,5,mXALP,70,0.6186884400452622,adam,0.002776033833806604
74,0.06839131850832883,0.07283650257288175,tanh,200,110,0.15,0.7,7,g2U0F,50,0.6025557469186754,adam,0.001355955427190095
115,0.20767758817907875,0.054112307822620914,relu,200,166,0.15,0.7,9,cQqtY,30,0.5103096153740303,adam,0.0005796802003727774
126,0.10606104920189326,0.09351565620705468,elu,200,139,0.15,0.7,7,pGYoT,70,0.5644725277459035,adam,0.02052872291424643
188,0.03480317148788424,0.05976556211527896,tanh,200,200,0.15,0.7,6,QBoIv,50,0.47517340663867297,SGD,6.033476579778079e-05
196,0.04999497710568372,0.04134591857153701,tanh,200,145,0.15,0.7,8,FeoXI,70,0.550969648657471,adam,3.2378650907503767e-05
63,0.2806025293478421,0.05007724577154602,tanh,200,131,0.15,0.7,9,MpBCF,5,0.5999374608090406,adam,0.0004039552907280288
78,0.05772379070094687,0.07566480998390686,elu,200,180,0.15,0.7,8,B5Y0k,50,0.588803277884,adam,0.0037129014045907517
91,0.1271118870243751,0.04754124329775188,tanh,200,185,0.15,0.7,7,iCU2Q,70,0.6215439968134657,adam,0.0023295526653990283
56,0.2353298572940362,0.06814459062060177,tanh,200,157,0.15,0.7,5,oCSEX,10,0.6072654326637507,adam,0.0010502990937933908
46,0.016058096242576564,0.06526672239105948,tanh,200,161,0.15,0.7,6,ox1lU,50,0.5236732884662144,adam,0.03566824030473791
11,0.026235806141200475,0.06290050500764809,relu,200,100,0.15,0.7,8,D4WKq,70,0.531655759444454,SGD,0.007954360212569081
98,0.0941419830114445,0.08186893973180757,elu,200,176,0.15,0.7,9,O5J3p,50,0.5543576125287919,adam,0.00016039895812430853
183,0.151463858564834,0.057258433186539566,tanh,200,88,0.15,0.7,8,yv9KR,30,0.576263846989528,adam,0.00024321516140710656
37,0.0011047076807956663,0.058534737669065924,tanh,200,151,0.15,0.7,7,CtNJM,70,0.5771276741327055,adam,0.01198779345078701
106,0.13988198199804017,0.08632871037883291,tanh,200,171,0.15,0.7,7,tpHtF,100,0.6023131322709023,adam,0.004954944845873782
121,0.2667514965274213,0.051667092654199866,elu,200,134,0.15,0.7,9,KaJFJ,50,0.583730168331485,adam,0.0018298650635772587
85,0.06319286603387766,0.04288213342938592,tanh,200,147,0.15,0.7,6,Q1X45,70,0.5982404196889901,adam,0.000761923853195508
72,0.07721705935632998,0.045952126004214354,tanh,200,194,0.15,0.7,8,Ygset,50,0.6211633147276074,adam,0.0004555721932732462
111,0.2897867115777451,0.09040825747700047,tanh,200,189,0.15,0.7,6,QnbKk,5,0.5592272467600699,adam,0.0015121590772012073
170,0.03920556384596573,0.061220792330772614,relu,200,183,0.15,0.7,8,f2UkM,70,0.4842203954605182,SGD,0.0024226263795670395
52,0.007217322646853094,0.05565148981922427,elu,200,154,0.15,0.7,7,v2SdK,10,0.5100398185208864,adam,0.003461002370679172
61,0.046957709862006064,0.07245455214777119,tanh,200,115,0.15,0.7,9,CNTey,50,0.45807965158249314,adam,1.4399393719902658e-06
23,0.0873417073492826,0.048823223474559266,tanh,200,142,0.15,0.7,7,Dxe1q,70,0.5649693557379794,adam,0.015951885168257737
101,0.18043273562990075,0.0039778512816456,tanh,200,173,0.15,0.7,5,IXZH5,50,0.5766969030632688,adam,0.00580635779803065
68,0.3284781478952843,0.03865157789206075,elu,200,166,0.15,0.7,8,hlfoM,30,0.5913491965131936,adam,0.009055609680329238
92,0.03243083683984385,0.05343430105536499,tanh,200,107,0.15,0.7,6,GBazz,70,0.5455474580887376,adam,0.00030392621216217877
81,0.10005438586189355,0.07620436293469232,tanh,200,76,0.15,0.7,7,aXzwF,100,0.44632029057377887,SGD,0.0005984777621190069
133,0.11819190360204677,0.06643973806325588,tanh,200,95,0.15,0.7,8,Xy0GK,50,0.6042917703442611,adam,0.0009984908949866797
65,0.02044017733604831,0.03474906783933281,elu,200,128,0.15,0.7,9,bgVJn,70,0.5472308678317764,adam,0.025385547277375433
19,0.25444351396654363,0.06988149476588186,relu,200,60,0.15,0.7,9,v0pGQ,50,0.537526527029379,adam,0.0013840751851303466
95,0.07182800498588375,0.06278610298327991,tanh,200,179,0.15,0.7,7,jr50s,5,0.5020662752935732,adam,0.0069504358170234554
118,0.22099312023262857,0.07379485038044424,tanh,200,162,0.15,0.7,6,YR4IV,70,0.5304960650717444,adam,0.00010441152112151862
165,0.058732949430599486,0.08391913223901745,tanh,200,66,0.15,0.7,8,OMdAY,10,0.4690514560563538,adam,0.062168812943728946
76,0.052835146019698256,0.05917394016806275,elu,200,168,0.15,0.7,8,epTpd,50,0.5994844325583373,adam,0.00018918182743093908
39,0.16058883303582253,0.07905666076570243,tanh,200,140,0.15,0.7,7,gny9A,70,0.6118757987641011,adam,0.002981592301400304
86,0.10716780728047763,0.044492014480251044,tanh,200,159,0.15,0.7,5,mFx0J,50,0.513543086868695,SGD,0.0018421982858810963
58,0.3186494813807764,0.0511485448090693,tanh,200,121,0.15,0.7,6,CJ2LA,30,0.6042185566539685,adam,0.004213476535766184
158,0.0006837417966951004,0.07103103744924666,relu,200,187,0.15,0.7,8,q1eyf,70,0.5481412270977838,adam,0.0007580016407433059
34,0.13421273318235716,0.06822858435559823,elu,200,84,0.15,0.7,7,OP4D4,100,0.5658466747091607,adam,0.04341503634820354
46,0.029903714037214466,0.05578631057445424,tanh,200,199,0.15,0.7,9,QOdyP,50,0.5334658480418581,adam,1.4987099778654628e-05
71,0.08140003071666534,0.06094281428296382,tanh,200,148,0.15,0.7,10,c4bWJ,70,0.5589247326238433,adam,0.011203326741643187
104,0.04320607670082435,0.06365740690842027,tanh,200,176,0.15,0.7,7,SNYMl,50,0.586811918075864,adam,0.0004714319376606866
55,0.06744795434524567,0.08768292563697401,elu,200,51,0.15,0.7,8,OzoOX,5,0.5395164425629335,adam,0.0003119909067464743
82,0.018011372427432025,0.04745783931892512,tanh,200,194,0.15,0.7,6,nVs4K,70,0.47215615741527195,SGD,0.0011697459003154474
28,0.09144983082106484,0.06634913881121798,tanh,200,152,0.15,0.7,8,wC5Wc,10,0.5132221013423961,adam,0.017918342706784
109,0.2031004603071293,0.04098314519669079,tanh,200,104,0.15,0.7,4,W7s6s,50,0.5768206541571619,adam,0.002411932534439683
177,0.29844256205402503,0.05349185432785816,elu,200,181,0.15,0.7,5,tbWhR,70,0.5698928179270053,adam,0.005152782804436936
10,0.03588984876753197,0.05013031257048634,relu,200,98,0.15,0.7,9,a0kDM,50,0.4828004663886463,adam,0.133170698538043
124,0.009257679196710122,0.08084312177547384,tanh,200,171,0.15,0.7,7,zxQFF,30,0.603599900131089,adam,0.0033946781791583574
16,0.3923659099423223,0.07773530168190342,tanh,200,157,0.15,0.7,6,DsiXZ,70,0.6091007250554287,adam,0.0010401716231391302
89,0.3583742987319815,0.057966732373340255,tanh,200,136,0.15,0.7,8,B4R7X,100,0.5993516555320257,adam,0.0019462427724598638
49,0.024004196700864386,0.06522026797405285,elu,200,127,0.15,0.7,7,pjuOB,50,0.5398598488504851,SGD,0.00906339318849507
114,0.00019537918182090108,0.0689784806297503,tanh,200,91,0.15,0.7,8,mrkUr,70,0.5133710660959876,adam,0.02935893373877293
99,0.05002702136523872,0.054748722152263236,tanh,200,113,0.15,0.7,9,cLH86,50,0.614426586177852,adam,0.000577184834595335
74,0.11509928138072505,0.0746540668458254,tanh,200,165,0.15,0.7,7,z0SC7,5,0.549935806002255,adam,0.01344914851228243
61,0.24182602061885766,0.06073864381174679,elu,200,191,0.15,0.7,6,ioQif,70,0.5691614406932178,adam,0.006238492711463326
129,0.09944074157361782,0.03637673272923779,relu,200,72,0.15,0.7,8,NCAcH,50,0.5867719816673975,adam,0.0014044943798658823
78,0.16709499743211687,0.029341803666207575,tanh,200,132,0.15,0.7,10,ZHvMr,10,0.6045136496680759,adam,0.0004057941876022395
67,0.07898558737131112,0.06278047460859831,tanh,200,162,0.15,0.7,9,TEuAf,70,0.580769283123552,adam,0.0008650982935939928
41,0.19227456548955973,0.043322146156513024,tanh,200,144,0.15,0.7,7,GIgE6,50,0.46972285941008557,SGD,0.0028460983588866075
199,0.06269389971733136,0.07173879946402276,elu,200,184,0.15,0.7,7,allRB,70,0.5780670237390277,adam,0.004641521702884626
91,0.07105066725199241,0.046201424055166855,tanh,200,175,0.15,0.7,8,NIpZW,30,0.5905332878285005,adam,0.00215417461027543
95,0.30837772129368934,0.05270249350985488,tanh,200,170,0.15,0.7,6,ewwEn,100,0.6002675143818083,adam,0.0006011890107272651
52,0.12803999941979483,0.05692874367799115,tanh,200,179,0.15,0.7,5,Ob5ag,50,0.5581330572795247,adam,0.02276484155266946
105,0.2629306229838456,0.0769732427775202,elu,200,153,0.15,0.7,9,aKkGp,70,0.5766223752999207,adam,0.00015788201150047319
119,0.27532469576739194,0.08562484455763943,relu,200,124,0.15,0.7,2,q1Ri1,50,0.5164549460227602,adam,0.007849768987797955
86,0.05581912368028312,0.05889930070121844,tanh,200,47,0.15,0.7,7,TOFQ2,5,0.5301797284240514,adam,0.00023776956123347336
71,0.042033105388603886,0.04885439104555039,tanh,200,80,0.15,0.7,8,vGcZD,70,0.4827913803874992,SGD,0.0015368680913803068
145,0.015183583420954432,0.06690478754427825,tanh,200,200,0.15,0.7,10,SMzwu,50,0.6183991399043508,adam,0.0007786088729877384
30,0.08789695402058925,0.040315957959941265,elu,200,119,0.15,0.7,6,OUHsX,10,0.5394645264943292,adam,0.0036356295024523853
101,0.18378610410406487,0.019734233153272787,tanh,200,111,0.15,0.7,9,ffgsB,70,0.6028823469702755,adam,0.00030262363216027917
136,0.02705344222998702,0.07352004137170494,tanh,200,149,0.15,0.7,7,Js3qo,50,0.6212492127126649,adam,0.0010910636233504827
45,0.14424126846394544,0.03844681095356435,tanh,200,187,0.15,0.7,8,rXpjv,70,0.4900683426618043,adam,2.3033599419604165e-06
112,0.12208858734173347,0.08279739140170808,elu,200,138,0.15,0.7,7,Mc6XB,30,0.5342253889287466,adam,4.574709098996267e-05
64,0.10951868182431483,0.05202666657524825,relu,200,64,0.15,0.7,6,BAZ8i,100,0.5327453616107976,adam,0.01546734455498174
173,0.00798176314864394,0.07036697132556544,tanh,200,102,0.15,0.7,9,izN37,50,0.5253532965226684,SGD,0.010231048874092787
155,0.21183130745857265,0.06409050962575193,tanh,200,157,0.15,0.7,8,zti2Z,70,0.6389136617561533,adam,0.0026557101413630514
58,0.033351803702381166,0.05570196556424489,tanh,200,88,0.15,0.7,10,VIxHP,50,0.4560054373301249,adam,4.091323795623442e-06
162,0.04467078843854748,0.07965066229612083,elu,200,196,0.15,0.7,5,kvam6,5,0.5845956873404387,adam,0.0055216992059647215
80,0.06691684208019354,0.0893796331884206,tanh,200,143,0.15,0.7,7,EkV1r,70,0.4874937635218207,adam,0.2361948476068174
108,0.0928044135532916,0.0603210108475119,tanh,200,34,0.15,0.7,6,W1Ldi,50,0.4703149479492943,adam,0.08526826682628057
14,0.05572637345317086,0.044761141000792586,tanh,200,173,0.15,0.7,8,UTLkc,10,0.6518008789354026,adam,0.0004963316420749717
22,0.08145266856108613,0.03327545176820034,tanh,200,191,0.15,0.7,9,jUscd,10,0.6091991981647166,adam,0.00012740010149260732
14,0.07177762653156088,0.035269601999150545,tanh,200,186,0.15,0.7,9,ufMVz,10,0.4791616346554549,SGD,0.00023981413970693065
25,0.10787368480819652,0.037484954556924015,tanh,200,177,0.15,0.7,9,vuTsn,10,0.5901380528828561,adam,8.727881049721611e-05
10,0.1563829578813662,0.03017969124255282,tanh,200,171,0.15,0.7,8,CDeTI,10,0.5942490757948623,adam,0.00037021601911351246
32,0.05794549149479192,0.04192577938922011,tanh,200,183,0.15,0.7,10,wtj9b,10,0.5884980215605753,adam,7.758232497602714e-05
18,0.2873443650119656,0.044143418411744566,tanh,200,167,0.15,0.7,9,J5Tid,10,0.5953456634513214,adam,0.0019186898919564897
25,0.23077101359496655,0.03155508531437229,tanh,200,75,0.15,0.7,9,FWM3q,10,0.5882446418143339,adam,0.00016894208770632557
21,0.00031292957638556773,0.04735310104311015,tanh,200,192,0.15,0.7,8,uGMMT,10,0.5670590734574248,adam,0.0004881900770139588
36,0.023072603730560685,0.026923096847796455,tanh,200,197,0.15,0.7,3,a7rXX,10,0.5759871119352196,adam,2.6085543244764052e-05
15,0.13488098176125707,0.045016397850502696,tanh,200,69,0.15,0.7,8,U3sQl,10,0.4576745427616406,SGD,0.00010541141887951579
31,0.1017675661405819,0.03835694377667816,tanh,200,93,0.15,0.7,8,qQcKK,10,0.582550110817506,adam,0.00021455497892118296
26,0.03731671174051478,0.023937753297098303,tanh,200,175,0.15,0.7,10,xjEsh,10,0.6079189403030474,adam,0.0006778094672837474
13,0.0779245014207934,0.014241124102356152,tanh,200,189,0.15,0.7,9,gksqs,10,0.47837822379676515,adam,0.05594447178700645
10,0.05181438859329168,0.04069015286331377,tanh,200,57,0.15,0.7,9,TTuxZ,10,0.573441009565604,adam,0.000373524648693047
20,0.11843766381056463,0.048201668120036595,tanh,200,181,0.15,0.7,10,yJ1us,10,0.6020781689387263,adam,0.0008322649982243672
35,0.06229907174101039,0.05014118148622189,tanh,200,173,0.15,0.7,8,pGQeR,10,0.5041658487076272,adam,6.697156102358855e-06
41,0.25685179416905424,0.04365101801472225,tanh,200,106,0.15,0.7,8,y9enf,10,0.581176955521632,adam,6.46604689299838e-05
10,0.17469246031927743,0.04608787855244371,tanh,200,166,0.15,0.7,9,woHJc,10,0.47658292076653674,adam,0.03793973054760487
15,0.08973469940939013,0.05119982001441252,tanh,200,160,0.15,0.7,8,mEdkw,10,0.4588720588699847,SGD,9.468585734912863e-06
27,0.013802117898497973,0.03487190490823218,tanh,200,85,0.15,0.7,8,Kr7pW,10,0.6181866505223991,adam,0.0014007693342335517
43,0.02959846293029056,0.03321522007601138,tanh,200,195,0.15,0.7,9,ELOR3,10,0.5861868667860238,adam,0.000505476404700149
34,0.22169730754851263,0.053473795588107643,tanh,200,97,0.15,0.7,8,EPGGA,10,0.5074897145842379,adam,0.019638390296168446
21,0.14889542550802884,0.0366686720859499,tanh,200,178,0.15,0.7,9,Y1FlD,10,0.5435038550393301,adam,0.007467102449999739
39,0.03886219617049115,0.02247838706629423,tanh,200,154,0.15,0.7,8,LGssd,70,0.5645128184197743,adam,5.211637415684731e-05
17,0.19733634486445886,0.04239644931850642,tanh,200,199,0.15,0.7,10,YenAi,10,0.6040463940957368,adam,0.0002856069671675489
24,0.05391797187142669,0.017913837585022404,tanh,200,182,0.15,0.7,9,R0PWr,70,0.44757201178802736,SGD,0.003765028473047948
30,0.07440026766475226,0.04880022211749652,tanh,200,130,0.15,0.7,8,rEUMc,30,0.5711843047916343,adam,0.002770086111618758
191,0.10080250509723444,0.03943432462240077,tanh,200,117,0.15,0.7,9,AiD7R,100,0.5525860098303605,adam,0.0001320847018359401
49,0.34570059926116464,0.056442421864399774,tanh,200,81,0.15,0.7,8,GmaBD,70,0.6133693804860197,adam,0.012311575358242456
182,0.25061320266758075,0.045044795803451484,tanh,200,163,0.15,0.7,10,vG83A,5,0.5696201290063507,adam,0.0015670954958006853
11,0.021626796606892984,0.05451966603747203,tanh,200,200,0.15,0.7,8,tvUWT,70,0.5000298721023568,adam,0.028126081348718586
38,0.007153508725215509,0.051418414158228565,relu,200,169,0.15,0.7,9,X1PBk,10,0.536124081024339,adam,0.004238731195370282
44,0.33439882407907096,0.04651203200305092,tanh,200,146,0.15,0.7,8,ZakOK,70,0.6106008848234854,adam,0.002034381864698513
29,0.0810748205911287,0.057277201915659146,tanh,200,189,0.15,0.7,10,aNnmy,70,0.46501522076609214,SGD,1.9082896122649828e-05
20,0.06456285800401526,0.042046973884061305,tanh,200,134,0.15,0.7,8,wh5yj,30,0.6241069681259124,adam,0.0012048646049119668
50,1.2713891833132651e-05,0.05881610820244852,tanh,200,185,0.15,0.7,7,igLQ3,10,0.5932870966913268,adam,0.0006261512731377324
54,0.3156344316068903,0.04962411586174363,tanh,200,109,0.15,0.7,9,BFQUO,100,0.5687785037486648,adam,0.0061420388347471185
169,0.2708801819465853,0.053190819587165795,tanh,200,158,0.15,0.7,7,v21ym,70,0.5977947431304921,adam,0.00042141757341934504
32,0.045818458947221925,0.02882365914561426,tanh,200,175,0.15,0.7,8,CnGi9,5,0.5716006608740294,adam,0.0007898486744112356
37,0.08583159749585352,0.061154313499672604,relu,200,150,0.15,0.7,10,M1pJA,70,0.5537834639999024,adam,0.00019296160831404325
