optimizer,layer_1,train_frac,epochs,layer_2,intermediate,reward,batch_size,learning_rate,preweight,trialJobId,activation,regularization,dropout,test_frac
adam,129,0.7,200,58,"[0.9541836734693877,0.9869225433884262]",0.9869225433884262,10,0.0011908112211098604,9,DDWLK,tanh,0.006760114202081663,0.2389231057046966,0.15
adam,74,0.7,200,115,"[0.9623469387755103,0.986475565710568]",0.986475565710568,5,0.005179443154321952,9,UYm4H,tanh,0.010339576670014441,0.21792710503433693,0.15
adam,145,0.7,200,83,"[0.9576530612244898,0.9777934773780659]",0.9777934773780659,100,0.0003826570058410083,10,lufaK,tanh,0.00826471971247877,0.17830462070480635,0.15
adam,87,0.7,200,47,"[0.957857142857143,0.9841188851556317]",0.9841188851556317,50,0.0007622888253270753,9,uqgma,tanh,0.017993861065701985,0.26431251445726817,0.15
adam,103,0.7,200,40,"[0.9620408163265306,0.9789603666780204]",0.9789603666780204,5,0.020430305515137675,10,TnDxz,tanh,0.026771464117158403,0.16448586339459934,0.15
adam,108,0.7,200,90,"[0.9596938775510203,0.9791402099098894]",0.9791402099098894,70,0.00016267286746610816,8,NZ06T,tanh,0.0045000557411523385,0.1843151153335359,0.15
adam,92,0.7,200,24,"[0.9645918367346938,0.9875448196165196]",0.9875448196165196,5,0.0015605271887072728,10,bj13V,tanh,0.0018378310161427983,0.23008941453062862,0.15
adam,149,0.7,200,111,"[0.9547959183673468,0.9838045180690476]",0.9838045180690476,5,0.0005701108417485251,9,hyvcq,tanh,0.021662199093936886,0.25865229242775206,0.15
adam,67,0.7,200,71,"[0.958469387755102,0.9873294643618558]",0.9873294643618558,10,0.0009204367078844073,10,wsyH8,tanh,0.013212253635838733,0.20630703514308243,0.15
adam,60,0.7,200,96,"[0.8724489795918368,0.9741844656105363]",0.9741844656105363,50,0.014735098370361781,9,tjsC4,tanh,0.0002960097006717982,0.24888809773709364,0.15
adam,115,0.7,200,17,"[0.9564285714285713,0.9796847133934843]",0.9796847133934843,100,0.0026543746484022257,8,yG6Eo,tanh,0.019132040053482204,0.12508232948865528,0.15
adam,54,0.7,200,123,"[0.9525510204081632,0.9837238222667523]",0.9837238222667523,5,0.004384038943407111,10,W0oHU,tanh,0.01547086375351876,0.13631846643915196,0.15
adam,125,0.7,200,106,"[0.9475510204081632,0.9835228987935727]",0.9835228987935727,70,0.00888079053102185,7,JMNLq,relu,0.0235316129912727,0.33427715318215684,0.15
adam,98,0.7,200,63,"[0.7980102040816326,0.956801687295059]",0.956801687295059,5,0.030496799760838682,8,okbfi,tanh,4.2215735577291746e-05,0.11391157993945558,0.15
adam,194,0.7,200,84,"[0.9357142857142857,0.9855836721648779]",0.9855836721648779,5,0.005967003853473438,10,lttdQ,elu,0.011193547968891817,0.32091704412584154,0.15
adam,77,0.7,200,80,"[0.9658163265306122,0.9843037635060504]",0.9843037635060504,5,0.00029293053220714235,9,GrKf0,tanh,0.0032110930530524773,0.28339160219052884,0.15
adam,189,0.7,200,33,"[0.9639795918367348,0.9866237378377253]",0.9866237378377253,10,0.0035971624576926955,9,XyLSl,tanh,0.0075082987437017565,0.3023993407185577,0.15
SGD,184,0.7,200,102,"[0.9219387755102042,0.9489501162269736]",0.9489501162269736,50,0.0004584204635298851,8,vDWrp,elu,0.005669596591072909,0.15637156855424475,0.15
adam,84,0.7,200,60,"[0.956938775510204,0.9822716127040501]",0.9822716127040501,5,6.784586737085004e-05,10,kyrsr,relu,0.009101109979394447,0.3525548851459095,0.15
adam,131,0.7,200,67,"[0.9562244897959182,0.9748441491049229]",0.9748441491049229,100,0.00022200911461799506,9,eADxt,tanh,0.08023725698793506,0.36618078949297694,0.15
adam,112,0.7,200,27,"[0.9513265306122449,0.9846487142132846]",0.9846487142132846,70,0.0017235738750455733,8,j1gPX,elu,0.015905961856123065,0.2226815608746699,0.15
adam,180,0.7,200,77,"[0.9593877551020409,0.984957856715676]",0.984957856715676,5,0.00011078513994717225,7,gXY77,tanh,0.013803115499861095,0.2720780264844936,0.15
adam,121,0.7,200,89,"[0.9581632653061224,0.982916838302627]",0.982916838302627,5,0.01142179435450847,7,OkqN0,tanh,0.0495845662206192,0.19354156214153428,0.15
SGD,64,0.7,200,54,"[0.9420408163265307,0.9828808029736527]",0.9828808029736527,10,0.047486901061096515,10,BLXur,elu,0.02807172699307065,0.24311666938339785,0.15
adam,90,0.7,200,116,"[0.9545918367346939,0.9851276518863962]",0.9851276518863962,5,0.002186242635085966,9,Xg5qy,tanh,0.03364493011455084,0.2930096524176639,0.15
adam,105,0.7,200,95,"[0.9260204081632653,0.9557693187259169]",0.9557693187259169,100,3.6012103312726294e-05,10,bYhwM,relu,0.019478878855436817,0.21263012027955774,0.15
adam,158,0.7,200,45,"[0.9625510204081632,0.981596534701181]",0.981596534701181,50,0.0012087040405740442,8,EjZGN,tanh,0.0033090257257766174,0.31085948373555794,0.15
adam,200,0.7,200,121,"[0.9391836734693879,0.9820098098050215]",0.9820098098050215,5,0.0009106401084537232,10,MKB0U,elu,0.06078266452175888,0.23156645103720816,0.15
SGD,135,0.7,200,74,"[0.9552040816326531,0.9862598434981654]",0.9862598434981654,5,0.01742757281408302,9,vRnli,tanh,0.010200986060421344,0.04161841886164867,0.15
adam,81,0.7,200,50,"[0.9558163265306122,0.9841666493131502]",0.9841666493131502,70,0.0064954323634618515,7,VTnJI,elu,0.0003837274681630122,0.2573882314652001,0.15
adam,71,0.7,200,105,"[0.9555102040816326,0.9830761903642905]",0.9830761903642905,5,0.0006331106723928318,9,KzVUX,tanh,0.024506155257796695,0.20020403917208437,0.15
adam,176,0.7,200,110,"[0.9577551020408164,0.9844966575665677]",0.9844966575665677,5,4.746750618601951e-05,8,mOauN,tanh,0.006520628515393136,0.27843758387469864,0.15
adam,47,0.7,200,92,"[0.9438775510204082,0.983873093307768]",0.983873093307768,10,0.0029769484216196594,10,r6tjr,relu,0.031102051058427505,0.1874674967331574,0.15
adam,143,0.7,200,43,"[0.9512244897959183,0.9803127365701563]",0.9803127365701563,100,0.0014819554439625853,9,vVfTm,elu,0.02129445499782071,0.010705848087645908,0.15
SGD,167,0.7,200,125,"[0.6325510204081634,0.6301673483497416]",0.6301673483497416,5,5.010637947788441e-06,6,DT6F2,tanh,0.012376925110257883,0.25003687165049787,0.15
adam,102,0.7,200,101,"[0.9630612244897959,0.9867973503610494]",0.9867973503610494,50,0.023434592241078345,10,QWuYk,tanh,0.0042289540956540386,0.054222996903129886,0.15
adam,151,0.7,200,80,"[0.9486734693877551,0.9811184324209539]",0.9811184324209539,30,0.00017385547677316852,8,l42wg,elu,0.09976836613536498,0.1363967637979019,0.15
adam,38,0.7,200,87,"[0.5352040816326531,0.9536317319387301]",0.9536317319387301,5,0.08264707259264173,9,b0Q0b,tanh,0.0017698599549209443,0.21848307581183443,0.15
adam,118,0.7,200,151,"[0.9569387755102042,0.9817077992097938]",0.9817077992097938,70,0.004827389216163035,10,qT0zv,tanh,0.06370191666690311,0.02662005786508316,0.15
adam,108,0.7,200,69,"[0.9396938775510204,0.9806232100212702]",0.9806232100212702,5,0.00035644846939638834,7,r2d1l,relu,0.026260871653704578,0.15030747863412136,0.15
SGD,139,0.7,200,64,"[0.9410204081632653,0.9667611480693935]",0.9667611480693935,30,0.008111042499514456,8,YS9oI,elu,0.0139002646088251,0.3431456664212821,0.15
adam,97,0.7,200,98,"[0.9535714285714285,0.982155178205911]",0.982155178205911,5,0.0004882325963578253,9,s7zYm,tanh,0.017422355917811543,0.23622107688122967,0.15
adam,161,0.7,200,37,"[0.9591836734693878,0.9831847616932148]",0.9831847616932148,10,8.294303869370779e-05,10,EU29w,tanh,0.04397861351653992,0.17794787765422837,0.15
adam,87,0.7,200,129,"[0.9258163265306122,0.947986458595533]",0.947986458595533,100,2.3503827372379317e-05,7,bJm3b,elu,0.0075690456226567265,0.3229558238656582,0.15
adam,76,0.7,200,56,"[0.959591836734694,0.9749019370149611]",0.9749019370149611,50,0.0002533097955548022,6,XNtYm,tanh,0.09105321264120722,0.3323747283052796,0.15
adam,126,0.7,200,137,"[0.9558163265306122,0.9877456680426446]",0.9877456680426446,5,0.002245781819205672,9,BPlcv,tanh,0.02238740995838392,0.29855644251394237,0.15
SGD,94,0.7,200,114,"[0.9131632653061225,0.9412096881631072]",0.9412096881631072,30,0.0008054157521472799,8,fGLtl,relu,0.04042039768249884,0.0898596900314766,0.15
adam,51,0.7,200,32,"[0.9266326530612246,0.9463822550647709]",0.9463822550647709,5,1.003671424874353e-06,10,zYoDP,elu,0.011117259927763593,0.16460790416726373,0.15
adam,61,0.7,200,85,"[0.9675510204081632,0.9771669015566264]",0.9771669015566264,70,0.034283503013065514,10,sVgRH,tanh,0.009219329484683986,0.35880155464441854,0.15
adam,154,0.7,200,74,"[0.9563265306122448,0.9827596113837951]",0.9827596113837951,5,0.013818412178285569,9,BuuKw,tanh,0.029731988176510765,0.26621319161944185,0.15
adam,111,0.7,200,60,"[0.9595918367346938,0.9802103158510697]",0.9802103158510697,30,0.0001286899457466743,7,GC5kB,elu,0.03624368767595276,0.28859511539675087,0.15
adam,33,0.7,200,13,"[0.9664285714285714,0.9850337144150053]",0.9850337144150053,5,0.0011143659077694772,8,hvDGk,tanh,0.005749073999846775,0.20734771934557472,0.15
SGD,66,0.7,200,147,"[0.95,0.9603575109691077]",0.9603575109691077,100,0.0030140743556701715,10,k1thB,tanh,0.0165401437823278,0.24677817272456581,0.15
adam,115,0.7,200,49,"[0.908469387755102,0.9780709762465545]",0.9780709762465545,10,0.05594556882335212,9,AkC6X,relu,0.01897559595603379,0.08051647150722169,0.15
adam,145,0.7,200,66,"[0.9431632653061225,0.9496888689483868]",0.9496888689483868,30,1.0722280046465687e-05,6,iQty6,elu,0.001733109188450383,0.06327353432428984,0.15
adam,123,0.7,200,71,"[0.9591836734693878,0.9824847594285501]",0.9824847594285501,50,0.0006375200518825556,10,KoJsL,tanh,0.051240384734102085,0.2747492351341417,0.15
adam,197,0.7,200,93,"[0.8590306122448979,0.9812591394311594]",0.9812591394311594,5,0.010736040475581748,9,fw32S,tanh,0.00017857574391373773,0.12386247914632517,0.15
adam,82,0.7,200,81,"[0.9462244897959182,0.9846652782542922]",0.9846652782542922,5,0.0018685745628752488,8,JxKjR,elu,0.004137500261835317,0.09924292030416944,0.15
SGD,132,0.7,200,108,"[0.9468367346938775,0.9624993427180776]",0.9624993427180776,70,0.004162089764566695,7,EEiia,tanh,0.0473751733863327,0.17092031766660992,0.15
adam,41,0.7,200,77,"[0.9559183673469388,0.983685470603554]",0.983685470603554,30,0.0014773788537458309,10,QZMhR,tanh,0.014377922923895439,0.10849690362043865,0.15
adam,21,0.7,200,113,"[0.5,0.8130855831440538]",0.8130855831440538,5,0.2682999396108035,8,taNdH,relu,0.07509198599872777,0.2273690176352135,0.15
adam,56,0.7,200,118,"[0.9556122448979592,0.9808830706468633]",0.9808830706468633,5,0.000423289523870168,9,Agddk,elu,0.012618677765111209,0.3120173351394613,0.15
adam,99,0.7,200,28,"[0.6907142857142857,0.9511141218095961]",0.9511141218095961,10,0.11747642507966755,10,oi4qw,tanh,0.08628791249355935,0.38780335858381587,0.15
adam,91,0.7,200,98,"[0.9575510204081633,0.9737066073666452]",0.9737066073666452,100,0.00018429757549783462,6,O4SSf,tanh,0.05838929268953035,0.19781075386284577,0.15
SGD,69,0.7,200,52,"[0.9139795918367346,0.9382862092317072]",0.9382862092317072,30,0.0003114287986580577,9,oX01Z,elu,0.008048757143512764,0.2147041364476198,0.15
adam,14,0.7,200,143,"[0.9591836734693878,0.9857019041340402]",0.9857019041340402,5,0.006585085934483785,10,kdLlO,tanh,0.02736049007420182,0.14329188798546516,0.15
adam,86,0.7,200,134,"[0.9639795918367347,0.9809242844303441]",0.9809242844303441,5,0.01878565231186306,8,y7ute,tanh,0.024178764475636275,0.2564781781808859,0.15
adam,174,0.7,200,22,"[0.9625510204081632,0.9841039177294029]",0.9841039177294029,50,0.0009509874414376223,7,X0JQa,relu,5.4640008005825934e-05,0.2404475890565991,0.15
adam,181,0.7,200,104,"[0.9485714285714286,0.9763900252553158]",0.9763900252553158,30,0.026801160018827132,9,HcEri,elu,0.020250493531548105,0.30311907366457896,0.15
adam,169,0.7,200,63,"[0.9572448979591837,0.9793019467872192]",0.9793019467872192,70,9.65932693832809e-05,10,FoITn,tanh,0.03444969514332305,0.1586988621396396,0.15
adam,163,0.7,200,85,"[0.655,0.9756292935312161]",0.9756292935312161,5,0.04021485096762254,7,f9NEe,tanh,0.038644029914362915,0.2795430499704802,0.15
SGD,189,0.7,200,89,"[0.9176530612244898,0.9375885447032966]",0.9375885447032966,5,3.256968108593245e-05,8,dZHH7,elu,0.07032013348451246,0.18800884630242887,0.15
adam,137,0.7,200,56,"[0.9626530612244899,0.98912008172352]",0.98912008172352,10,0.005160646307482184,9,KQ9JQ,tanh,0.01636877504751473,0.26583564793898806,0.15
adam,156,0.7,200,40,"[0.5505102040816328,0.9513755094341703]",0.9513755094341703,10,0.09181400191001145,8,NXftv,tanh,0.016226845983486376,0.3737230830240702,0.15
adam,136,0.7,200,47,"[0.9541836734693877,0.9811382860397181]",0.9811382860397181,10,0.007998203676180378,8,ddb7m,tanh,0.03246252426831839,0.26403666105499407,0.15
adam,145,0.7,200,35,"[0.9342857142857144,0.983828972179764]",0.983828972179764,10,0.003403695363779149,9,OVg5F,relu,0.005864046484398481,0.2866559411097909,0.15
adam,151,0.7,200,10,"[0.5,0.700280641403722]",0.700280641403722,10,0.17821195696085199,6,OHXDf,elu,0.0026565709562735252,0.3163338638529978,0.15
SGD,142,0.7,200,18,"[0.960204081632653,0.9777870071510059]",0.9777870071510059,10,0.005259587084213819,7,vBWFH,tanh,0.010235165681150946,0.33943226314137975,0.15
adam,139,0.7,200,56,"[0.9587755102040816,0.9866368577993219]",0.9866368577993219,10,0.002371681163123951,9,EHzek,tanh,0.02257943941882186,0.2953559002995752,0.15
adam,149,0.7,200,66,"[0.9443877551020406,0.9891558674867962]",0.9891558674867962,10,0.003923742794741547,7,XE49A,elu,0.018125820095953236,0.23462999277596444,0.15
adam,129,0.7,200,69,"[0.5040816326530612,0.6836026494385223]",0.6836026494385223,10,0.48963894409041236,6,FZxvs,elu,0.030096060057210657,0.2748358665411823,0.15
adam,147,0.7,200,60,"[0.9341836734693878,0.9795536244021787]",0.9795536244021787,10,0.010314672020638155,7,OEE2l,elu,0.04184573584011673,0.2538097315479946,0.15
adam,159,0.7,200,42,"[0.9295918367346937,0.9506791885059105]",0.9506791885059105,10,1.5146447807137312e-06,6,W21Km,elu,0.037616432252905965,0.2684857503367008,0.15
adam,166,0.7,200,76,"[0.9535714285714285,0.9832921477834387]",0.9832921477834387,10,0.0006210892155005546,7,WPvRx,elu,0.026081906371669517,0.3314210868044436,0.15
SGD,134,0.7,200,93,"[0.9492857142857144,0.986720856794135]",0.986720856794135,10,0.012632135312404561,6,uOnQy,elu,0.017832984859203968,0.20213073803063353,0.15
adam,120,0.7,200,83,"[0.9315306122448979,0.9849206436199603]",0.9849206436199603,10,0.0038882550324341658,5,qrOSj,elu,0.020318214372365584,0.22372544546113862,0.15
adam,125,0.7,200,73,"[0.9409183673469386,0.9848186888034579]",0.9848186888034579,10,0.0012540013443248835,7,U8TUQ,elu,0.055195979452973234,0.23410104765320283,0.15
adam,149,0.7,200,46,"[0.9543877551020408,0.9852743544069558]",0.9852743544069558,10,0.00025480153677808864,7,ZXo7k,elu,0.04562603922726451,0.3196023124519138,0.15
adam,137,0.7,200,52,"[0.9436734693877551,0.9827164492688304]",0.9827164492688304,10,0.016228388103355543,5,b84X2,elu,0.02855712429814885,0.3532484512931363,0.15
adam,117,0.7,200,65,"[0.9628571428571429,0.9822279558008435]",0.9822279558008435,10,4.708635658974991e-05,7,E8dPy,elu,0.0147434951353086,0.2432961223488684,0.15
SGD,153,0.7,200,100,"[0.9358163265306121,0.9810604437138932]",0.9810604437138932,10,0.0603669214134514,6,qfxEY,elu,0.032511746393979336,0.21171988005770204,0.15
adam,131,0.7,200,79,"[0.9429591836734692,0.980866686907631]",0.980866686907631,10,0.002661433735371751,8,O7cqr,elu,0.024207003801723408,0.3065663785655503,0.15
adam,162,0.7,200,87,"[0.9587755102040816,0.9810174978349455]",0.9810174978349455,10,7.044505816206943e-05,7,UXCgy,elu,0.03563842367081214,0.2593172664289258,0.15
adam,142,0.7,200,71,"[0.9455102040816324,0.9802019129243422]",0.9802019129243422,10,0.02218158816576105,6,HHCam,elu,0.01154505900325982,0.2876212918224287,0.15
adam,105,0.7,200,28,"[0.9520408163265305,0.9758381528815635]",0.9758381528815635,10,0.00014272768679838332,8,Dgkg5,elu,0.019038624008589154,0.29719839809951576,0.15
adam,127,0.7,200,96,"[0.9543877551020408,0.9833984251891872]",0.9833984251891872,10,0.0007784028356158821,7,o8957,elu,0.025936473122609764,0.22608104951295366,0.15
SGD,111,0.7,200,121,"[0.929795918367347,0.9595942400491676]",0.9595942400491676,10,0.0016038649876930463,5,JKq89,elu,0.02195345465964563,0.24784645078564754,0.15
adam,176,0.7,200,106,"[0.9509183673469387,0.9816877587563846]",0.9816877587563846,10,0.00042413392958827104,6,NgszI,elu,0.04824813971529328,0.176581454075092,0.15
adam,123,0.7,200,37,"[0.8833673469387755,0.9769986109833866]",0.9769986109833866,100,0.03535534046746524,8,NgVyI,relu,0.009036786794921403,0.36616313396153977,0.15
adam,170,0.7,200,31,"[0.943061224489796,0.9796507416631611]",0.9796507416631611,50,0.005115986899068114,8,tks4U,elu,0.016956815244761652,0.32476360823779293,0.15
adam,115,0.7,200,62,"[0.9357142857142856,0.9770123063907746]",0.9770123063907746,10,0.002023822411248314,7,dMZCH,elu,0.06620468047067932,0.2800501631696251,0.15
adam,156,0.7,200,55,"[0.9315306122448981,0.9818740240798534]",0.9818740240798534,10,0.00862929330990767,8,pTxP2,elu,0.04012137932852655,0.2645686316584557,0.15
SGD,133,0.7,200,67,"[0.8873469387755103,0.9033350898315679]",0.9033350898315679,70,0.00020944823138315175,6,vUGlL,relu,0.05297563778612522,0.21664622291217506,0.15
adam,128,0.7,200,89,"[0.9279591836734692,0.9449085347952924]",0.9449085347952924,100,1.6736774890994e-05,7,gvZFR,elu,0.02832436820486993,0.19244906233982528,0.15
adam,165,0.7,200,111,"[0.9605102040816325,0.982447444137781]",0.982447444137781,50,0.0005245471458149887,8,brLsY,elu,0.013468620347399186,0.39925906885212487,0.15
adam,150,0.7,200,78,"[0.9416326530612246,0.9817761293571159]",0.9817761293571159,10,0.0011751733383365244,5,ktczy,elu,0.07300360800127498,0.2046509062724734,0.15
adam,141,0.7,200,22,"[0.9384693877551019,0.9827588670887515]",0.9827588670887515,70,0.0030136791313268552,7,MG0we,relu,0.09623075086117686,0.34095084911695617,0.15
adam,185,0.7,200,42,"[0.9522448979591838,0.9837828735928872]",0.9837828735928872,10,0.000337897526412348,8,CO5zL,elu,0.0062004847822029405,0.18288962662443392,0.15
SGD,120,0.7,200,15,"[0.646938775510204,0.6478285153707898]",0.6478285153707898,10,4.514527809474591e-06,6,yXnqD,elu,0.012492894824161162,0.23573032384293935,0.15
adam,194,0.7,200,58,"[0.9668367346938777,0.9861363670991178]",0.9861363670991178,5,0.004194816524672466,9,OUxtA,tanh,0.004435854140895911,0.25311080650878404,0.15
adam,183,0.7,200,51,"[0.9676530612244898,0.9857107404722679]",0.9857107404722679,5,0.007735473605505913,9,cFXRB,tanh,0.008331591758035033,0.23586186229740472,0.15
adam,102,0.7,200,83,"[0.9701020408163264,0.9813794716601822]",0.9813794716601822,5,0.012612141903329953,9,UeZG4,tanh,0.001641498225451313,0.2709723547568426,0.15
adam,200,0.7,200,73,"[0.9640816326530611,0.985753371222126]",0.985753371222126,5,0.006085610551621236,9,uHLrY,tanh,0.007251731429016752,0.22482935974956075,0.15
adam,174,0.7,200,45,"[0.5130102040816326,0.9581426700424054]",0.9581426700424054,5,0.02909583996925551,10,WWegE,tanh,0.0002790663209415369,0.24428794249890085,0.15
adam,108,0.7,200,58,"[0.9687755102040816,0.9828133884316564]",0.9828133884316564,5,0.0009641821775990547,8,lIOzL,tanh,0.0026551093033202328,0.28951930762620526,0.15
adam,160,0.7,200,66,"[0.9589795918367348,0.9818576111169535]",0.9818576111169535,5,0.017369286345060537,9,tEImd,tanh,0.015402838173216454,0.21629860284862923,0.15
adam,179,0.7,200,49,"[0.963469387755102,0.9845878393011624]",0.9845878393011624,5,0.0021354838699444868,10,AUZQm,tanh,0.010036072161004769,0.30989690315326507,0.15
adam,138,0.7,200,61,"[0.5748979591836736,0.954220825003867]",0.954220825003867,5,0.04673591115106681,10,dwu0L,tanh,0.005235662030645636,0.19973187373642334,0.15
adam,192,0.7,200,91,"[0.9583673469387755,0.9797144507431769]",0.9797144507431769,100,0.0033019665283937614,8,WsjM1,tanh,0.012213207329720064,0.25871735400810797,0.15
adam,144,0.7,200,69,"[0.9464285714285715,0.9728796411133223]",0.9728796411133223,50,0.006395997422328143,9,rFP1Y,tanh,0.00011635893570406631,0.23034121259712725,0.15
adam,148,0.7,200,80,"[0.9561224489795919,0.9840339106758291]",0.9840339106758291,5,0.0016797639301773676,8,Qp6uI,tanh,0.014773119460600385,0.27044635749015344,0.15
adam,115,0.7,200,74,"[0.9586734693877551,0.9829969722912985]",0.9829969722912985,10,0.00962877078567351,7,Oi8Ma,tanh,0.01909853113324746,0.2829458360264572,0.15
adam,155,0.7,200,101,"[0.9558163265306122,0.9838757459321881]",0.9838757459321881,70,0.004613277734612388,9,zZoM3,tanh,0.0040901276326128656,0.30114038967465934,0.15
adam,169,0.7,200,35,"[0.9453061224489796,0.983148952808274]",0.983148952808274,5,0.0007701271023670509,10,Z72fB,relu,0.007644681064263725,0.2481229262442512,0.15
adam,188,0.7,200,56,"[0.941530612244898,0.9749360469563124]",0.9749360469563124,10,0.02305268913932233,10,RptZz,elu,0.010706901912460213,0.22147878392440318,0.15
adam,164,0.7,200,95,"[0.9579591836734694,0.9832556248877724]",0.9832556248877724,5,0.001282365765279874,9,EGbUR,tanh,0.02235556579062868,0.21001901189643768,0.15
adam,123,0.7,200,86,"[0.6352040816326531,0.9751222667876253]",0.9751222667876253,5,0.07573848214218658,8,Ks1Bf,elu,0.016628768855732792,0.19232929307080252,0.15
adam,95,0.7,200,42,"[0.9657142857142856,0.9870218388934122]",0.9870218388934122,10,0.002835648268888229,7,n43UT,tanh,0.006464818127638864,0.16884760155449885,0.15
adam,135,0.7,200,64,"[0.9661224489795917,0.9866640007759113]",0.9866640007759113,100,0.010693747885513446,9,RQoze,tanh,0.0029071504303564764,0.24058841957253832,0.15
adam,112,0.7,200,53,"[0.938469387755102,0.9786429362711223]",0.9786429362711223,50,0.016740352347188237,7,C7fS3,elu,0.020917785589976798,0.2639722067903237,0.15
adam,131,0.7,200,76,"[0.9485714285714284,0.9836483606514455]",0.9836483606514455,5,0.002350376910720159,6,KK1oE,tanh,0.03089183085163444,0.27905507994006795,0.15
adam,171,0.7,200,69,"[0.8206122448979591,0.9652727493826372]",0.9652727493826372,10,0.1336320204773294,10,nw2R8,elu,0.018103877876210674,0.25619852332568993,0.15
adam,105,0.7,200,25,"[0.951530612244898,0.9787837130582382]",0.9787837130582382,70,0.0005608748382594073,4,EwPnD,relu,0.024309065690601723,0.29443262783940205,0.15
adam,159,0.7,200,82,"[0.9531632653061225,0.9803172322281298]",0.9803172322281298,5,0.005000998931856042,8,VhZWD,tanh,0.009225431902246064,0.18395381488387708,0.15
adam,120,0.7,200,38,"[0.9386734693877552,0.9847295590422764]",0.9847295590422764,10,0.0072272185895946705,9,a1Ng7,elu,0.01330590956813632,0.23237132741917482,0.15
adam,145,0.7,200,49,"[0.9625510204081632,0.986168651838409]",0.986168651838409,5,0.0014606356771092379,8,JVVtc,tanh,0.0021720206505582117,0.20664393759177896,0.15
adam,153,0.7,200,30,"[0.9461224489795917,0.9883319749964725]",0.9883319749964725,10,0.003539373939856079,10,xbVUA,elu,0.011191971994351754,0.1561894275556843,0.15
SGD,156,0.7,200,21,"[0.928673469387755,0.9622943435668342]",0.9622943435668342,10,0.0010809674013373346,9,soQYt,elu,0.026919184190628283,0.12950824427614005,0.15
adam,150,0.7,200,31,"[0.9392857142857144,0.9867860827296964]",0.9867860827296964,10,0.0037714745778917092,6,M6gsQ,elu,0.02291330779612577,0.1629656374188826,0.15
adam,139,0.7,200,25,"[0.9412244897959183,0.9850985395763188]",0.9850985395763188,10,0.0007634224805448255,7,c6lKk,elu,0.03462010669918329,0.15382945775089218,0.15
adam,152,0.7,200,19,"[0.9461224489795917,0.9829633533414107]",0.9829633533414107,10,0.0002586026795383774,10,dP6bM,elu,0.011502175204251404,0.1400076537941416,0.15
adam,128,0.7,200,16,"[0.950612244897959,0.9821415328609808]",0.9821415328609808,10,0.0005179396055846643,8,l9Wam,elu,0.015675468327166275,0.17121744389693785,0.15
adam,142,0.7,200,13,"[0.9413265306122449,0.9817158320560315]",0.9817158320560315,10,0.00182550661330126,7,F4dQM,elu,0.02014460546528227,0.11476355857232574,0.15
adam,161,0.7,200,46,"[0.9479591836734695,0.9808564568097505]",0.9808564568097505,10,0.0003670191326333537,5,NkoJm,elu,0.02898032322677241,0.15080213149989619,0.15
SGD,137,0.7,200,40,"[0.9464285714285715,0.9847459983410083]",0.9847459983410083,10,0.013440336297033265,10,QkrnM,elu,0.014078899404844915,0.183047669707822,0.15
adam,146,0.7,200,104,"[0.9532653061224489,0.9828699284268044]",0.9828699284268044,10,0.00014583890501583354,9,dhuIM,elu,0.017852598015374185,0.14631399318171737,0.15
adam,134,0.7,200,35,"[0.9400000000000001,0.9850961672727049]",0.9850961672727049,10,0.0009658768514889369,6,jhDu1,elu,0.025617028837930753,0.19494787822211485,0.15
adam,167,0.7,200,30,"[0.9541836734693877,0.9785907295986149]",0.9785907295986149,10,0.00010215685689335958,8,aH74v,elu,0.07972899753220625,0.1774464956816948,0.15
adam,174,0.7,200,116,"[0.9528571428571428,0.9864995686714529]",0.9864995686714529,10,0.0026101257092369648,10,rEKWi,elu,2.1782947039348122e-05,0.13614344132808598,0.15
adam,126,0.7,200,126,"[0.9495918367346938,0.9866269624315531]",0.9866269624315531,10,0.004097930387398911,7,gw0oz,elu,0.005168940712264602,0.2199300952791189,0.15
