epochs,learning_rate,trialJobId,dropout,batch_size,optimizer,train_frac,preweight,activation,intermediate,layer_1,reward,layer_2,test_frac,regularization
200,0.011658849979535035,nvGhr,0.06052112033589002,30,adam,0.7,2,tanh,"[0.5213141025641026,0.6950755965856792]",92,0.6950755965856792,90,0.15,0.013483904540951417
200,0.2958018490818488,Dlpe1,0.17201521093343597,30,SGD,0.7,2,tanh,"[0.5298076923076923,0.7223465339837878]",103,0.7223465339837878,55,0.15,0.03151598574841126
200,0.055289270253012904,PFxak,0.21314663001009104,30,adam,0.7,3,tanh,"[0.48685897435897435,0.7117202441488679]",110,0.7117202441488679,75,0.15,0.016018291836545018
200,0.11075744711937308,P84nv,0.24630823072603403,30,adam,0.7,4,elu,"[0.49294871794871786,0.7115519782353669]",114,0.7115519782353669,50,0.15,0.03030731009629695
200,0.20617836874796658,BrIfT,0.19218865571842006,30,adam,0.7,3,tanh,"[0.4907051282051283,0.5730804331141142]",122,0.5730804331141142,59,0.15,0.055148039781986374
200,0.034966116743822113,uPpvn,0.17764393340772058,30,adam,0.7,10,relu,"[0.5262820512820514,0.7376508527034843]",73,0.7376508527034843,98,0.15,0.019801200800392146
200,0.00528647012402503,YEc8U,0.09065111247169257,30,SGD,0.7,4,tanh,"[0.4549679487179487,0.5692402203212934]",147,0.5692402203212934,82,0.15,0.023935252386705297
200,0.01487417520843088,hUDHD,0.08003215499703993,5,adam,0.7,5,tanh,"[0.5,0.6550810673436572]",85,0.6550810673436572,69,0.15,0.05055467311228266
200,0.003274951860394771,Vh4hg,0.13102403477844876,10,adam,0.7,9,tanh,"[0.5376602564102564,0.7091591812059778]",130,0.7091591812059778,120,0.15,0.0003561555100459468
200,0.40018198159214113,i8SBK,0.04738520789333325,30,adam,0.7,3,elu,"[0.5108173076923076,0.7108373091133146]",100,0.7108373091133146,111,0.15,0.009905538580700932
200,0.00854447068527211,Rluuy,0.15652091520198227,70,adam,0.7,2,tanh,"[0.5641025641025641,0.7100871655310038]",65,0.7100871655310038,63,0.15,0.02807489952547294
200,1.1721212507485268e-06,WGSAk,0.1021385283311931,30,SGD,0.7,8,relu,"[0.5107371794871794,0.45287979868229833]",137,0.45287979868229833,137,0.15,0.0037400114580429765
200,0.0014875557725843177,dY9pj,0.11533777462806499,100,adam,0.7,10,tanh,"[0.528846153846154,0.6559961731115524]",41,0.6559961731115524,127,0.15,0.04131888318246649
200,0.01852590562083855,AxvCo,0.27093975512133583,5,adam,0.7,7,tanh,"[0.5333333333333333,0.7073513778483178]",47,0.7073513778483178,87,0.15,0.007509871295264717
200,1.933418439947534e-06,Tg7Ts,0.25829705036427325,10,adam,0.7,6,tanh,"[0.4774038461538462,0.5354365184061916]",53,0.5354365184061916,100,0.15,0.02561791989541612
200,0.0008269940514664425,OAHQt,0.14661070872621715,30,adam,0.7,8,elu,"[0.5352564102564102,0.6968704965841378]",77,0.6968704965841378,25,0.15,0.01795150506548501
200,0.04296064440682983,M0AVT,0.18672899578551022,70,SGD,0.7,9,tanh,"[0.4756410256410256,0.619501228187874]",161,0.619501228187874,95,0.15,0.04715081777062963
200,0.025887966157225467,tYp5N,0.20062740572990032,100,adam,0.7,4,relu,"[0.5009615384615385,0.6616811733001324]",96,0.6616811733001324,107,0.15,0.06297730045441859
200,0.0023857391047170514,B99Rv,0.008118550200964442,30,adam,0.7,5,tanh,"[0.5278846153846153,0.7457715953932677]",19,0.7457715953932677,77,0.15,0.036678838236142285
200,9.604742452573219e-05,MFnfn,0.01094180450026887,30,adam,0.7,3,tanh,"[0.4709935897435897,0.5891168918578812]",15,0.5891168918578812,41,0.15,0.05897575770914234
200,1.337435708366836e-05,CxT00,0.014943047528857382,30,adam,0.7,2,tanh,"[0.4586538461538461,0.5177149639035422]",185,0.5177149639035422,47,0.15,0.07132273214116763
200,0.0003301472107180078,XDxk1,0.05716209062913155,30,adam,0.7,5,tanh,"[0.5198717948717948,0.7098505114263711]",172,0.7098505114263711,114,0.15,0.06503294612839128
200,0.0001882232068744655,jyAEK,0.024650911141715134,30,SGD,0.7,3,elu,"[0.48910256410256414,0.45386608320750177]",196,0.45386608320750177,71,0.15,0.07386691517984013
200,0.006079271956762112,Amh3r,0.0015120871307556932,30,adam,0.7,4,tanh,"[0.54375,0.7315622605354157]",37,0.7315622605354157,15,0.15,0.03812689863372701
200,2.2338350264990777e-05,F0FfV,0.03710555281502691,30,adam,0.7,5,relu,"[0.46618589743589745,0.5147529012200525]",19,0.5147529012200525,36,0.15,0.07974576826188556
200,0.0025419822387680374,qZiqB,0.08371862509497871,30,adam,0.7,3,tanh,"[0.5217948717948718,0.7208775161855902]",10,0.7208775161855902,142,0.15,0.06889310614567126
200,0.003987922514370144,CARmT,0.04736539340089582,30,adam,0.7,2,tanh,"[0.5280448717948717,0.7060801853220662]",24,0.7060801853220662,52,0.15,0.04430652242388793
200,0.012915555734580279,bqyb8,0.09954732818830105,5,SGD,0.7,5,tanh,"[0.5290064102564103,0.7100016027618852]",190,0.7100016027618852,85,0.15,0.03597860694956254
200,0.00012197428948625925,O0ZkZ,0.0059818033052532055,10,adam,0.7,4,elu,"[0.49118589743589747,0.6377080033660059]",17,0.6377080033660059,57,0.15,0.04544931865467108
200,0.13762638630317361,xqfwh,0.07205420790265983,30,adam,0.7,2,tanh,"[0.471875,0.611065228946319]",175,0.611065228946319,22,0.15,0.052743248515670194
200,0.002142440264246949,jJPiQ,0.06625926707070247,70,adam,0.7,6,relu,"[0.530448717948718,0.6847332466188185]",24,0.6847332466188185,65,0.15,0.056818595010788495
200,7.323819745749331e-05,Nk6JU,0.11481883588966653,30,adam,0.7,4,tanh,"[0.4485576923076923,0.539995652977868]",156,0.539995652977868,192,0.15,0.0958008835063713
200,0.0010571275489771896,mxwCD,0.22181196138785741,100,SGD,0.7,5,tanh,"[0.5288461538461539,0.4792150836586445]",58,0.4792150836586445,29,0.15,0.03316654673825714
200,0.0013786844163356854,D3uUK,0.16367868031738356,30,adam,0.7,2,tanh,"[0.5366987179487179,0.6967879421455272]",178,0.6967879421455272,76,0.15,0.04947568337242103
200,0.09544269054559792,ItqdI,0.2858215420273181,5,adam,0.7,6,elu,"[0.48709935897435896,0.5819060450338525]",167,0.5819060450338525,102,0.15,0.039921510879345534
200,0.0048480932675412786,BPKR2,0.03490176525662486,10,adam,0.7,3,tanh,"[0.5091346153846154,0.7039328884440763]",148,0.7039328884440763,80,0.15,0.05516601773949881
200,0.00048345974438420715,gsI6s,0.13573398687970736,30,adam,0.7,5,tanh,"[0.5299679487179487,0.7154179548984055]",48,0.7154179548984055,132,0.15,0.02980138281707899
200,0.000689364149091982,CPDCQ,0.23591678251791914,70,SGD,0.7,7,relu,"[0.5094551282051283,0.5062074491512]",10,0.5062074491512,43,0.15,0.04276487799314887
200,0.06244012814600029,cgANK,0.17282944320861396,100,adam,0.7,4,tanh,"[0.4762019230769231,0.6616589198374532]",43,0.6616589198374532,34,0.15,0.08617032676786533
200,7.0446605322799775e-06,LFj1F,0.12308103777296098,30,adam,0.7,6,tanh,"[0.4865384615384615,0.5018785388790381]",51,0.5018785388790381,91,0.15,0.05181571719824941
200,0.0003294930067712294,B4Oo6,0.29824561294313623,5,adam,0.7,7,elu,"[0.5163461538461538,0.6698028965809361]",30,0.6698028965809361,174,0.15,0.048581109991039026
200,0.01721233564039221,KpEEi,0.14209355071622123,30,adam,0.7,5,tanh,"[0.5216346153846154,0.6748783667361694]",32,0.6748783667361694,73,0.15,0.060394386637708714
200,0.035171633635965184,lvg5v,0.11059952298463892,10,SGD,0.7,3,relu,"[0.5142628205128205,0.6996117821416261]",35,0.6996117821416261,68,0.15,0.036096866804695815
200,0.238679846787824,pNv4n,0.0780872866757385,30,adam,0.7,2,tanh,"[0.5083333333333334,0.5517799516441599]",143,0.5517799516441599,123,0.15,0.016216851559918997
200,3.900357448032945e-05,jW4za,0.09392443017540955,100,adam,0.7,6,tanh,"[0.47339743589743594,0.5282482654556173]",59,0.5282482654556173,118,0.15,0.02714444683129528
200,0.04692199404165803,XCfAf,0.05034807079256998,70,adam,0.7,4,tanh,"[0.5565705128205127,0.7165845160823849]",86,0.7165845160823849,11,0.15,0.02082752434235479
200,0.00791277511927507,ad2eQ,0.02304006380836908,30,adam,0.7,7,elu,"[0.5524038461538462,0.7289544371396568]",122,0.7289544371396568,60,0.15,0.023369947955630743
200,0.01064057904764529,MRLSo,0.20783751365069592,50,adam,0.7,8,tanh,"[0.5349358974358974,0.6919120683215111]",71,0.6919120683215111,76,0.15,0.0016898264018202034
200,0.001593871385792057,nCyX6,0.15844766714710723,50,adam,0.7,8,tanh,"[0.5538461538461539,0.7431815839324355]",90,0.7431815839324355,94,0.15,0.013018675601663197
200,0.002925955924971012,U48hY,0.15568231859931886,50,adam,0.7,8,tanh,"[0.5496794871794871,0.6979582708936545]",127,0.6979582708936545,84,0.15,0.011025394552055364
200,0.00023667270583813555,HUP5w,0.14981798927977932,50,adam,0.7,9,tanh,"[0.5488782051282051,0.7271145210060683]",114,0.7271145210060683,97,0.15,0.006305809300725543
200,0.0014607880826945398,B50y1,0.18123379572695308,50,adam,0.7,9,tanh,"[0.5334935897435897,0.7382223913778938]",107,0.7382223913778938,109,0.15,0.024784291270571364
200,0.002233441753529999,HaGsp,0.2444807859602267,50,adam,0.7,7,tanh,"[0.5363782051282051,0.679780720540084]",92,0.679780720540084,88,0.15,0.03117250650010305
200,0.0036765348314915457,dTSnd,0.16988465674857386,50,adam,0.7,8,tanh,"[0.5350961538461538,0.6841251860430946]",136,0.6841251860430946,116,0.15,0.01295359325911308
200,0.02339134355675818,NLQAM,0.21757046481007086,50,adam,0.7,7,tanh,"[0.5330128205128206,0.721207347569355]",102,0.721207347569355,94,0.15,0.018095460220595973
200,0.0008306470677891526,rJb4Z,0.19849526639067314,50,adam,0.7,10,tanh,"[0.5403846153846155,0.6894411649458707]",132,0.6894411649458707,54,0.15,0.03329828079732776
200,0.004715160282181505,pOdMt,0.1304978711918581,50,adam,0.7,8,tanh,"[0.5304487179487178,0.7381986135367081]",81,0.7381986135367081,81,0.15,0.009868715128729676
200,0.006699662772556379,WwmMm,0.15745820049667092,5,adam,0.7,8,tanh,"[0.5328525641025641,0.7029286192590705]",98,0.7029286192590705,127,0.15,0.01550383129506995
200,0.015086651945349855,kmvVv,0.22821227089809307,50,adam,0.7,7,tanh,"[0.512820512820513,0.7376554729607291]",117,0.7376554729607291,104,0.15,0.019800599007959864
200,0.075928108869171,KXphs,0.18443469688043274,30,adam,0.7,9,tanh,"[0.527724358974359,0.718196840167886]",89,0.718196840167886,152,0.15,0.004109405474540237
200,0.0010476288631779305,LOOlm,0.1049082341274554,50,adam,0.7,6,tanh,"[0.5277243589743589,0.7046324167352923]",107,0.7046324167352923,49,0.15,0.021709024847630445
200,0.0006276298118148094,iGLqa,0.1368506186743123,10,adam,0.7,7,tanh,"[0.5665064102564104,0.7408659409035597]",65,0.7408659409035597,64,0.15,0.028872368737775794
200,0.0015189758485950385,DXHad,0.06437381887687814,30,adam,0.7,10,tanh,"[0.5411858974358974,0.7123081540516698]",80,0.7123081540516698,143,0.15,0.04073569238252236
200,0.009546516319621785,f0nZj,0.1179212480493645,70,adam,0.7,8,relu,"[0.5538461538461539,0.7191066612577026]",122,0.7191066612577026,132,0.15,0.007780782045591971
200,0.0003859141413287459,S3lOx,0.1620437732900365,100,SGD,0.7,6,tanh,"[0.48509615384615384,0.4720913236606169]",38,0.4720913236606169,89,0.15,0.03721611662032977
200,0.0001403169702442958,KJtlV,0.20929497595876131,50,adam,0.7,9,tanh,"[0.48878205128205127,0.600690389756118]",21,0.600690389756118,165,0.15,0.014145443930528903
200,0.0034786270721419103,Uc5mA,0.2710204243121431,30,adam,0.7,7,tanh,"[0.5227564102564102,0.6857841149590376]",76,0.6857841149590376,38,0.15,0.03451498060383561
200,0.029110692292707758,TpNPN,0.26251802540493374,5,adam,0.7,8,elu,"[0.4855769230769231,0.6589950974888299]",95,0.6589950974888299,70,0.15,0.02569769936088839
200,0.021666155818680297,LeV6H,0.14623115585109317,30,adam,0.7,9,tanh,"[0.548397435897436,0.7365643543219986]",112,0.7365643543219986,113,0.15,0.0011585415779900993
200,0.0055973256226555775,r84Lj,0.09667337714980906,50,adam,0.7,7,relu,"[0.5650641025641026,0.6723044876688877]",15,0.6723044876688877,100,0.15,0.005321649757186062
200,0.013115217082698234,ZBi7B,0.3112195911872476,10,SGD,0.7,10,tanh,"[0.5227564102564102,0.6489139323270019]",55,0.6489139323270019,44,0.15,0.022392218405965673
200,0.002415163072162685,vRwUz,0.32699308992952564,30,adam,0.7,6,tanh,"[0.529326923076923,0.7090338983851836]",153,0.7090338983851836,58,0.15,0.01225491433487888
200,0.00019006140892634477,XKUfB,0.2506681946560438,50,adam,0.7,8,tanh,"[0.47467948717948716,0.5921558707551589]",26,0.5921558707551589,93,0.15,0.03135776061948593
200,0.1327590735468065,CCPpC,0.08330036806803168,70,adam,0.7,5,elu,"[0.4865384615384615,0.6598735643603859]",129,0.6598735643603859,18,0.15,0.04736974903969866
200,0.0016718988467849354,HYDPo,0.1753167591463115,100,adam,0.7,7,tanh,"[0.5568910256410257,0.7133697396473834]",160,0.7133697396473834,26,0.15,0.039260176552741305
200,7.28970769529888e-05,k7brW,0.19454332965835175,30,SGD,0.7,8,tanh,"[0.45977564102564095,0.4588073101564104]",87,0.4588073101564104,67,0.15,0.027933735195959465
200,0.04999815864812646,dbCdw,0.2333929767362311,50,adam,0.7,6,relu,"[0.5368589743589743,0.7042261487464595]",63,0.7042261487464595,106,0.15,0.01781046702883277
200,0.18456080673307254,zEpBw,0.1254977375571278,5,adam,0.7,2,tanh,"[0.49599358974358976,0.5897368404889759]",141,0.5897368404889759,74,0.15,0.04350118078118449
200,0.007164612052814839,XUz5M,0.03476994774263273,30,adam,0.7,7,tanh,"[0.532051282051282,0.7186130495271323]",105,0.7186130495271323,54,0.15,0.0002739495931050875
200,0.03739460786898971,wEixE,0.016888116116163865,10,adam,0.7,9,tanh,"[0.540224358974359,0.6915489795699984]",46,0.6915489795699984,84,0.15,0.009697843822976518
200,0.0011478929383870768,VNXUi,0.05284767635940725,50,adam,0.7,3,elu,"[0.5410256410256411,0.7063036936286363]",12,0.7063036936286363,33,0.15,0.024271041979199486
200,0.000293156931648333,I6fVi,0.2783671087335668,30,SGD,0.7,6,tanh,"[0.46875,0.4907148850211488]",119,0.4907148850211488,62,0.15,0.0030373384632578
200,0.0005487303576965,vAPFj,0.18761744095774802,70,adam,0.7,8,tanh,"[0.5443910256410257,0.6767590581220235]",75,0.6767590581220235,77,0.15,0.015290868038481703
200,0.004298145276090569,s6HZk,0.165692029935398,50,adam,0.7,5,relu,"[0.5330929487179488,0.6822750414047909]",40,0.6822750414047909,50,0.15,0.05130480210193898
200,0.0007367846201030407,L7X44,0.223731456347757,100,adam,0.7,7,tanh,"[0.528525641025641,0.7149969846025493]",110,0.7149969846025493,97,0.15,0.03841443269474916
200,0.017199410625312533,cWLHH,0.0006648939150412951,30,adam,0.7,9,tanh,"[0.5570512820512821,0.7375163232943278]",69,0.7375163232943278,22,0.15,0.029525240692140506
200,0.010248126835775546,irPKY,0.20180703235033262,50,adam,0.7,8,tanh,"[0.5503205128205128,0.7347073069166531]",124,0.7347073069166531,39,0.15,0.020036794948839132
200,0.0029235042036513106,oDDXH,0.13341549319633075,5,SGD,0.7,3,elu,"[0.47868589743589746,0.6226268362581873]",101,0.6226268362581873,81,0.15,0.032317413389073305
200,0.0004546266483043088,yYOhR,0.10936698229120101,30,adam,0.7,4,tanh,"[0.544551282051282,0.7591132034300192]",34,0.7591132034300192,123,0.15,0.04152141445089541
200,3.8026947517643237e-06,dvHTB,0.06548542883072006,30,adam,0.7,4,tanh,"[0.4847756410256411,0.503346391680396]",32,0.503346391680396,137,0.15,0.04541333221042825
200,0.00011164742745989152,u4Z6F,0.07656247570228214,30,adam,0.7,4,relu,"[0.4522435897435898,0.5410724277686261]",18,0.5410724277686261,160,0.15,0.05429638789568216
200,0.0005094716901373568,Exbwq,0.11080901882851336,30,adam,0.7,5,tanh,"[0.5375,0.664755351705919]",27,0.664755351705919,147,0.15,0.05798786822011906
200,2.259877755411786e-05,cYq1o,0.09820591357191243,30,adam,0.7,4,tanh,"[0.5083333333333334,0.5143583501009693]",22,0.5143583501009693,183,0.15,0.06396639899399331
200,5.334051943668098e-05,ugtyo,0.1231710207401526,30,SGD,0.7,3,tanh,"[0.5214743589743589,0.4506347901616633]",52,0.4506347901616633,125,0.15,0.0482783938203028
200,3.374843451249777e-05,kwz10,0.08977215359931545,30,adam,0.7,5,elu,"[0.44791666666666663,0.5192565987377524]",43,0.5192565987377524,140,0.15,0.0595444940510482
200,0.00023163270205305895,wVZp5,0.03195047335567243,30,adam,0.7,3,tanh,"[0.49423076923076925,0.6107857838638072]",34,0.6107857838638072,120,0.15,0.05404760492043085
200,8.594611916777903e-05,rCDfi,0.04175137374232882,30,adam,0.7,5,tanh,"[0.45336538461538456,0.5652471364273373]",11,0.5652471364273373,111,0.15,0.06926460376465549
200,0.49721533256900974,Tp812,0.15016043146637514,30,adam,0.7,4,relu,"[0.4762019230769231,0.5899263656250258]",47,0.5899263656250258,14,0.15,0.04155280662681105
200,0.0004223507057867249,RrVCM,0.14163641493320928,30,adam,0.7,2,tanh,"[0.5067307692307692,0.6483029121919858]",17,0.6483029121919858,151,0.15,0.07414659433323484
200,0.08726759805530761,pARyc,0.07057701769124666,30,SGD,0.7,4,tanh,"[0.5325320512820513,0.7008852515773281]",30,0.7008852515773281,129,0.15,0.05033194582159015
